#model:pConst	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100300	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.720802	1.724777	1.850483	0.812584	0.541946	0.148412	-0.122815	-0.084115	-0.042626
0.100600	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.870843	1.878706	2.125165	0.784347	0.522607	0.134895	-0.242667	-0.166202	-0.083518
0.100900	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.020954	2.032533	2.390850	0.738064	0.490909	0.112887	-0.356669	-0.244283	-0.120995
0.101200	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.171168	2.186212	2.645112	0.674883	0.447638	0.083150	-0.462081	-0.316484	-0.153486
0.101500	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.321519	2.339698	2.887063	0.596370	0.393864	0.046721	-0.556383	-0.381079	-0.179578
0.101800	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.472038	2.492955	3.116961	0.504467	0.330917	0.004880	-0.637333	-0.436533	-0.198061
0.102100	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.622755	2.645951	-2.947435	0.401444	0.260350	-0.040894	-0.703030	-0.481545	-0.207969
0.102400	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.773695	2.798661	-2.738509	0.289839	0.183901	-0.088959	-0.751957	-0.515074	-0.208612
0.102700	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.924885	2.951069	-2.538144	0.172393	0.103446	-0.137567	-0.783020	-0.536372	-0.199601
0.103000	-503.281098	-325.293084	828.574181	177.988014	1331.855279	3.076347	3.103165	-2.345114	0.051982	0.020953	-0.184914	-0.795573	-0.544995	-0.180861
0.103300	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-3.055088	-3.028234	-2.158329	-0.068461	-0.061570	-0.229198	-0.789434	-0.540818	-0.152643
0.103600	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.903031	-2.876752	-1.976850	-0.186016	-0.142125	-0.268670	-0.764890	-0.524036	-0.115514
0.103900	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.750656	-2.725555	-1.799880	-0.297854	-0.218774	-0.301696	-0.722683	-0.495157	-0.070349
0.104200	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.597955	-2.574620	-1.626754	-0.401307	-0.289691	-0.326801	-0.663993	-0.454985	-0.018306
0.104500	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.444922	-2.423913	-1.456913	-0.493936	-0.353206	-0.342724	-0.590400	-0.404603	0.039200
0.104800	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.291556	-2.273395	-1.289894	-0.573591	-0.407846	-0.348456	-0.503850	-0.345340	0.100540
0.105100	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.137859	-2.123018	-1.125309	-0.638465	-0.452374	-0.343276	-0.406595	-0.278737	0.163915
0.105400	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-1.983835	-1.972728	-0.962831	-0.687138	-0.485815	-0.326779	-0.301138	-0.206506	0.227403
0.105700	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-1.829493	-1.822465	-0.802189	-0.718611	-0.507485	-0.298892	-0.190163	-0.130485	0.289020
