#model:pConst	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100164	-172.339906	-168.253630	340.593537	4.086276	512.933443	1.652615	1.652636	1.653326	0.819324	0.546610	0.152454	-0.067186	-0.044835	-0.012611
0.100327	-172.339906	-168.253630	340.593537	4.086276	512.933443	1.734433	1.734476	1.735851	0.811090	0.541115	0.150909	-0.133921	-0.089369	-0.025137
0.100491	-172.339906	-168.253630	340.593537	4.086276	512.933443	1.816252	1.816316	1.818366	0.797428	0.531998	0.148344	-0.199761	-0.133306	-0.037495
0.100655	-172.339906	-168.253630	340.593537	4.086276	512.933443	1.898071	1.898156	1.900868	0.778429	0.519320	0.144778	-0.264263	-0.176349	-0.049602
0.100818	-172.339906	-168.253630	340.593537	4.086276	512.933443	1.979890	1.979996	1.983352	0.754221	0.503165	0.140234	-0.326996	-0.218213	-0.061376
0.100982	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.061711	2.061836	2.065813	0.724965	0.483642	0.134742	-0.387540	-0.258615	-0.072740
0.101145	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.143532	2.143676	2.148247	0.690858	0.460881	0.128340	-0.445490	-0.297287	-0.083617
0.101309	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.225355	2.225517	2.230651	0.652128	0.435036	0.121069	-0.500457	-0.333968	-0.093934
0.101473	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.307178	2.307357	2.313020	0.609033	0.406278	0.112980	-0.552075	-0.368413	-0.103623
0.101636	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.389003	2.389197	2.395352	0.561863	0.374800	0.104126	-0.599996	-0.400393	-0.112617
0.101800	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.470829	2.471038	2.477642	0.510934	0.340813	0.094566	-0.643901	-0.429692	-0.120858
0.101964	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.552657	2.552878	2.559888	0.456586	0.304545	0.084364	-0.683496	-0.456114	-0.128289
0.102127	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.634486	2.634719	2.642088	0.399182	0.266239	0.073589	-0.718515	-0.479483	-0.134862
0.102291	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.716317	2.716559	2.724239	0.339108	0.226150	0.062312	-0.748724	-0.499643	-0.140531
0.102455	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.798150	2.798400	2.806338	0.276766	0.184547	0.050610	-0.773921	-0.516457	-0.145260
0.102618	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.879984	2.880241	2.888385	0.212572	0.141709	0.038560	-0.793937	-0.529814	-0.149017
0.102782	-172.339906	-168.253630	340.593537	4.086276	512.933443	2.961820	2.962082	2.970379	0.146957	0.097923	0.026243	-0.808638	-0.539625	-0.151775
0.102945	-172.339906	-168.253630	340.593537	4.086276	512.933443	3.043658	3.043923	3.052317	0.080360	0.053480	0.013742	-0.817926	-0.545823	-0.153518
0.103109	-172.339906	-168.253630	340.593537	4.086276	512.933443	3.125498	3.125764	3.134201	0.013226	0.008680	0.001140	-0.821739	-0.548367	-0.154233
0.103273	-172.339906	-168.253630	340.593537	4.086276	512.933443	-3.075845	-3.075580	-3.067157	-0.053994	-0.036178	-0.011478	-0.820050	-0.547240	-0.153915
0.103436	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.994001	-2.993738	-2.985384	-0.120852	-0.080793	-0.024028	-0.812872	-0.542450	-0.152566
0.103600	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.912156	-2.911897	-2.903666	-0.186899	-0.124868	-0.036426	-0.800252	-0.534029	-0.150197
0.103764	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.830308	-2.830055	-2.822002	-0.251693	-0.168107	-0.048588	-0.782276	-0.522033	-0.146821
0.103927	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.748459	-2.748213	-2.740390	-0.314801	-0.210220	-0.060434	-0.759062	-0.506542	-0.142463
0.104091	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.666608	-2.666371	-2.658829	-0.375799	-0.250926	-0.071885	-0.730767	-0.487660	-0.137151
0.104255	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.584755	-2.584529	-2.577317	-0.434281	-0.289953	-0.082862	-0.697581	-0.465513	-0.130920
0.104418	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.502900	-2.502687	-2.495852	-0.489854	-0.327038	-0.093294	-0.659724	-0.440251	-0.123813
0.104582	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.421044	-2.420845	-2.414430	-0.542146	-0.361933	-0.103110	-0.617451	-0.412041	-0.115877
0.104745	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.339187	-2.339002	-2.333051	-0.590807	-0.394406	-0.112244	-0.571045	-0.381073	-0.107165
0.104909	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.257328	-2.257160	-2.251709	-0.635511	-0.424239	-0.120636	-0.520815	-0.347554	-0.097736
0.105073	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.175468	-2.175317	-2.170403	-0.675960	-0.451231	-0.128228	-0.467100	-0.311708	-0.087652
0.105236	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.093607	-2.093474	-2.089128	-0.711881	-0.475203	-0.134971	-0.410257	-0.273775	-0.076981
0.105400	-172.339906	-168.253630	340.593537	4.086276	512.933443	-2.011745	-2.011632	-2.007882	-0.743036	-0.495993	-0.140819	-0.350669	-0.234010	-0.065794
0.105564	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.929882	-1.929789	-1.926659	-0.769215	-0.513463	-0.145733	-0.288732	-0.192679	-0.054167
0.105727	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.848019	-1.847946	-1.845456	-0.790243	-0.527496	-0.149681	-0.224863	-0.150057	-0.042177
0.105891	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.766155	-1.766103	-1.764269	-0.805980	-0.537997	-0.152634	-0.159489	-0.106431	-0.029905
0.106055	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.684290	-1.684260	-1.683094	-0.816319	-0.544897	-0.154575	-0.093047	-0.062093	-0.017432
0.106218	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.602425	-1.602417	-1.601927	-0.821192	-0.548149	-0.155490	-0.025982	-0.017339	-0.004842
0.106382	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.520560	-1.520574	-1.520762	-0.820567	-0.547731	-0.155372	0.041257	0.027532	0.007780
0.106545	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.438696	-1.438731	-1.439596	-0.814446	-0.543647	-0.154224	0.108219	0.072217	0.020351
0.106709	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.356831	-1.356887	-1.358425	-0.802872	-0.535923	-0.152051	0.174457	0.116420	0.032786
0.106873	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.274967	-1.275044	-1.277244	-0.785922	-0.524611	-0.148869	0.239527	0.159843	0.045001
0.107036	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.193103	-1.193201	-1.196048	-0.763708	-0.509788	-0.144699	0.302994	0.202196	0.056915
0.107200	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.111240	-1.111358	-1.114835	-0.736381	-0.491552	-0.139570	0.364432	0.243195	0.068449
0.107364	-172.339906	-168.253630	340.593537	4.086276	512.933443	-1.029378	-1.029515	-1.033599	-0.704123	-0.470025	-0.133514	0.423431	0.282566	0.079525
0.107527	-172.339906	-168.253630	340.593537	4.086276	512.933443	-0.947516	-0.947672	-0.952337	-0.667149	-0.445352	-0.126574	0.479595	0.320046	0.090068
0.107691	-172.339906	-168.253630	340.593537	4.086276	512.933443	-0.865656	-0.865828	-0.871044	-0.625708	-0.417697	-0.118795	0.532548	0.355383	0.100009
0.107855	-172.339906	-168.253630	340.593537	4.086276	512.933443	-0.783797	-0.783985	-0.789719	-0.580076	-0.387246	-0.110229	0.581937	0.388341	0.109281
0.108018	-172.339906	-168.253630	340.593537	4.086276	512.933443	-0.701939	-0.702142	-0.708356	-0.530560	-0.354202	-0.100934	0.627430	0.418700	0.117821
