#model:pConst	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100018	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.579887	1.580129	1.587800	0.822040	0.548422	0.152954	-0.007473	-0.005118	-0.002601
0.100036	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.588978	1.589462	1.604802	0.821935	0.548350	0.152903	-0.014946	-0.010236	-0.005202
0.100055	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.598069	1.598794	1.621802	0.821761	0.548230	0.152819	-0.022417	-0.015353	-0.007801
0.100073	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.607160	1.608127	1.638798	0.821516	0.548063	0.152702	-0.029887	-0.020469	-0.010400
0.100091	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.616251	1.617459	1.655790	0.821202	0.547848	0.152551	-0.037353	-0.025583	-0.012997
0.100109	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.625342	1.626792	1.672775	0.820818	0.547585	0.152366	-0.044817	-0.030694	-0.015592
0.100127	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.634433	1.636124	1.689754	0.820364	0.547274	0.152148	-0.052276	-0.035803	-0.018185
0.100145	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.643524	1.645457	1.706725	0.819840	0.546915	0.151897	-0.059731	-0.040909	-0.020775
0.100164	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.652615	1.654789	1.723686	0.819247	0.546509	0.151612	-0.067180	-0.046011	-0.023362
0.100182	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.661707	1.664121	1.740636	0.818584	0.546055	0.151293	-0.074624	-0.051109	-0.025946
0.100200	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.670798	1.673453	1.757575	0.817852	0.545554	0.150941	-0.082060	-0.056202	-0.028525
0.100218	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.679889	1.682785	1.774502	0.817050	0.545004	0.150556	-0.089490	-0.061291	-0.031101
0.100236	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.688981	1.692117	1.791414	0.816179	0.544408	0.150138	-0.096911	-0.066374	-0.033671
0.100255	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.698073	1.701448	1.808312	0.815238	0.543764	0.149686	-0.104324	-0.071451	-0.036237
0.100273	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.707164	1.710780	1.825193	0.814228	0.543072	0.149202	-0.111728	-0.076522	-0.038797
0.100291	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.716256	1.720111	1.842058	0.813149	0.542333	0.148684	-0.119122	-0.081586	-0.041351
0.100309	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.725348	1.729442	1.858904	0.812001	0.541547	0.148133	-0.126505	-0.086642	-0.043900
