#model:pConst	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100010	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.575796	1.577126	1.619314	0.822062	0.548435	0.152807	-0.004110	-0.003471	-0.007420
0.100020	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.580796	1.583455	1.667822	0.822022	0.548401	0.152315	-0.008220	-0.006943	-0.014825
0.100030	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.585795	1.589784	1.716310	0.821956	0.548346	0.151497	-0.012330	-0.010413	-0.022202
0.100040	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.590794	1.596113	1.764767	0.821864	0.548268	0.150354	-0.016438	-0.013883	-0.029536
0.100050	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.595792	1.602440	1.813184	0.821745	0.548168	0.148888	-0.020545	-0.017352	-0.036812
0.100060	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.600790	1.608767	1.861552	0.821601	0.548046	0.147102	-0.024650	-0.020820	-0.044018
0.100070	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.605786	1.615092	1.909860	0.821430	0.547902	0.144999	-0.028753	-0.024286	-0.051139
0.100080	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.610780	1.621416	1.958100	0.821233	0.547736	0.142584	-0.032854	-0.027750	-0.058161
0.100090	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.615774	1.627738	2.006262	0.821009	0.547548	0.139860	-0.036952	-0.031212	-0.065070
0.100100	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.620765	1.634058	2.054337	0.820760	0.547338	0.136834	-0.041047	-0.034672	-0.071854
0.100110	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.625755	1.640376	2.102318	0.820485	0.547106	0.133511	-0.045138	-0.038129	-0.078499
0.100120	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.630743	1.646692	2.150196	0.820185	0.546853	0.129897	-0.049226	-0.041584	-0.084993
0.100130	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.635728	1.653006	2.197963	0.819858	0.546577	0.125999	-0.053310	-0.045035	-0.091322
0.100140	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.640711	1.659316	2.245612	0.819507	0.546280	0.121824	-0.057389	-0.048483	-0.097474
0.100150	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.645692	1.665624	2.293137	0.819129	0.545962	0.117382	-0.061464	-0.051928	-0.103439
0.100160	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.650670	1.671929	2.340530	0.818727	0.545622	0.112679	-0.065534	-0.055369	-0.109203
0.100170	-2084.729665	-1745.793992	3830.523657	338.935674	5915.253322	1.655645	1.678231	2.387786	0.818300	0.545261	0.107725	-0.069599	-0.058806	-0.114756
