#model:pConst	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100600	-503.281098	-325.293084	828.574181	177.988014	1331.855279	1.870843	1.878706	2.125165	0.784347	0.522607	0.134895	-0.242667	-0.166202	-0.083518
0.101200	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.171168	2.186212	2.645112	0.674883	0.447638	0.083150	-0.462081	-0.316484	-0.153486
0.101800	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.472038	2.492955	3.116961	0.504467	0.330917	0.004880	-0.637333	-0.436533	-0.198061
0.102400	-503.281098	-325.293084	828.574181	177.988014	1331.855279	2.773695	2.798661	-2.738509	0.289839	0.183901	-0.088959	-0.751957	-0.515074	-0.208612
0.103000	-503.281098	-325.293084	828.574181	177.988014	1331.855279	3.076347	3.103165	-2.345114	0.051982	0.020953	-0.184914	-0.795573	-0.544995	-0.180861
0.103600	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.903031	-2.876752	-1.976850	-0.186016	-0.142125	-0.268670	-0.764890	-0.524036	-0.115514
0.104200	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.597955	-2.574620	-1.626754	-0.401307	-0.289691	-0.326801	-0.663993	-0.454985	-0.018306
0.104800	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-2.291556	-2.273395	-1.289894	-0.573591	-0.407846	-0.348456	-0.503850	-0.345340	0.100540
0.105400	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-1.983835	-1.972728	-0.962831	-0.687138	-0.485815	-0.326779	-0.301138	-0.206506	0.227403
0.106000	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-1.674842	-1.672165	-0.643150	-0.732328	-0.517002	-0.259888	-0.076472	-0.052588	0.346771
0.106600	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-1.364664	-1.371167	-0.329132	-0.706542	-0.499601	-0.151312	0.147740	0.101081	0.443009
0.107200	-503.281098	-325.293084	828.574181	177.988014	1331.855279	-1.053410	-1.069124	-0.019532	-0.614324	-0.436704	-0.009810	0.349610	0.239522	0.502197
