#model:pLinear_up	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100600	-162103.169404	-149593.660982	311696.830386	12509.508422	473799.999790	1.611451	-2.995338	-1.204032	0.819427	-0.080354	-0.142850	-0.033332	-0.545485	0.054875
0.101200	-162103.322818	-149593.932659	311697.255477	12509.390160	473800.578296	1.647445	-1.288820	2.304351	0.816139	-0.531831	0.113645	-0.062678	0.154069	-0.102432
0.101800	-162103.476235	-149594.204332	311697.680567	12509.271902	473801.156802	1.684512	0.419891	-0.470725	0.815535	0.224330	-0.069395	-0.093141	0.502486	0.136368
0.102400	-162103.629653	-149594.476004	311698.105657	12509.153649	473801.735309	1.726301	2.138882	3.038000	0.812024	0.462466	0.015820	-0.127301	-0.295179	-0.152171
0.103000	-162103.783072	-149594.747673	311698.530746	12509.035399	473802.313818	1.766260	-2.429575	0.262851	0.803801	-0.360929	0.039758	-0.159146	-0.418204	0.147756
0.103600	-162103.936494	-149595.019340	311698.955834	12508.917153	473802.892328	1.802110	-0.724135	-2.511788	0.797005	-0.366549	-0.090124	-0.187718	0.414455	-0.123658
0.104200	-162104.089917	-149595.291005	311699.380922	12508.798911	473803.470839	1.840865	0.987540	0.996392	0.791714	0.458501	0.128427	-0.219172	0.302534	0.083118
0.104800	-162104.243341	-149595.562668	311699.806009	12508.680674	473804.049351	1.883413	2.707459	-1.778175	0.781709	0.231029	-0.149747	-0.252660	-0.498300	-0.031507
0.105400	-162104.396768	-149595.834328	311700.231096	12508.562440	473804.627864	1.922491	-1.863745	1.729992	0.768717	-0.529691	0.151056	-0.282081	-0.159769	-0.024253
0.106000	-162104.550196	-149596.105986	311700.656182	12508.444210	473805.206379	1.958711	-0.158227	-1.044836	0.758464	-0.087057	-0.132338	-0.309923	0.545606	0.076822
0.106600	-162104.703626	-149596.377642	311701.081268	12508.325984	473805.784894	1.999255	1.556623	2.463738	0.747656	0.548569	0.095935	-0.341497	0.007776	-0.119156
0.107200	-162104.857058	-149596.649296	311701.506353	12508.207762	473806.363411	2.042009	-3.006945	-0.311268	0.731438	-0.073857	-0.046868	-0.372662	-0.545205	0.145676
0.107800	-162105.010491	-149596.920947	311701.931438	12508.089544	473806.941929	2.080231	-1.297642	-3.085924	0.714565	-0.533232	-0.008513	-0.399168	0.149389	-0.152759
0.108400	-162105.163926	-149597.192596	311702.356522	12507.971329	473807.520448	2.117365	0.409144	0.422245	0.700574	0.219388	0.062699	-0.426225	0.505953	0.139558
0.109000	-162105.317362	-149597.464243	311702.781606	12507.853119	473808.098968	2.159558	2.126881	-2.352178	0.683719	0.465712	-0.108629	-0.456563	-0.289444	-0.107760
0.109600	-162105.470801	-149597.735888	311703.206689	12507.734913	473808.677490	2.202012	-2.438144	1.155833	0.662128	-0.356602	0.140016	-0.484001	-0.420422	0.061683
0.110200	-162105.624241	-149598.007530	311703.631771	12507.616711	473809.256012	2.239602	-0.730974	-1.618743	0.642124	-0.369735	-0.152839	-0.507479	0.412341	-0.007334
0.110800	-162105.777683	-149598.279170	311704.056853	12507.498512	473809.834536	2.278137	0.978111	1.889612	0.623886	0.456482	0.145266	-0.533370	0.307419	-0.047949
0.111400	-162105.931126	-149598.550808	311704.481934	12507.380318	473810.413061	2.321626	2.697990	-0.885124	0.601006	0.235411	-0.118450	-0.560827	-0.495404	0.096902
0.112000	-162106.084571	-149598.822444	311704.907015	12507.262128	473810.991587	2.363392	-1.869379	2.623216	0.575240	-0.527943	0.075799	-0.583581	-0.162493	-0.132885
0.112600	-162106.238018	-149599.094077	311705.332096	12507.143941	473811.570114	2.400759	-0.163415	-0.151610	0.552549	-0.090039	-0.023109	-0.604130	0.546074	0.151257
0.113200	-162106.391467	-149599.365708	311705.757175	12507.025759	473812.148642	2.441020	1.548674	-2.926098	0.529575	0.549189	-0.032714	-0.628003	0.012151	-0.149453
0.113800	-162106.544917	-149599.637337	311706.182255	12506.907580	473812.727172	2.485317	-3.013575	0.581949	0.501337	-0.070102	0.084109	-0.650957	-0.544598	0.127833
0.114400	-162106.698369	-149599.908964	311706.607333	12506.789405	473813.305703	2.526172	-1.300572	-2.192530	0.472707	-0.533208	-0.124366	-0.668592	0.147698	-0.089112
0.115000	-162106.851823	-149600.180588	311707.032411	12506.671235	473813.884234	2.563856	0.405348	1.315708	0.447411	0.217937	0.148038	-0.686278	0.507881	0.038604
