#model:pLinear_up	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100900	-162103.246111	-149593.796821	311697.042932	12509.449290	473800.289043	1.627297	0.994747	-2.591313	0.820422	0.460355	-0.080020	-0.046404	0.299018	-0.130434
0.101800	-162103.476235	-149594.204332	311697.680567	12509.271902	473801.156802	1.684512	0.419891	-0.470725	0.815535	0.224330	-0.069395	-0.093141	0.502486	0.136368
0.102700	-162103.706362	-149594.611839	311698.318201	12509.094523	473802.024563	1.742783	-0.153057	1.650439	0.807632	-0.084150	0.152498	-0.140288	0.545495	-0.012171
0.103600	-162103.936494	-149595.019340	311698.955834	12508.917153	473802.892328	1.802110	-0.724135	-2.511788	0.797005	-0.366549	-0.090124	-0.187718	0.414455	-0.123658
0.104500	-162104.166629	-149595.426837	311699.593466	12508.739792	473803.760095	1.862172	-1.293986	-0.390969	0.783971	-0.532718	-0.058310	-0.235122	0.151347	0.141465
0.105400	-162104.396768	-149595.834328	311700.231096	12508.562440	473804.627864	1.922491	-1.863745	1.729992	0.768717	-0.529691	0.151056	-0.282081	-0.159769	-0.024253
0.106300	-162104.626911	-149596.241815	311700.868725	12508.385096	473805.495636	1.982547	-2.434494	-2.432021	0.751247	-0.358525	-0.099681	-0.328080	-0.419574	-0.116072
0.107200	-162104.857058	-149596.649296	311701.506353	12508.207762	473806.363411	2.042009	-3.006945	-0.311268	0.731438	-0.073857	-0.046868	-0.372662	-0.545205	0.145676
0.108100	-162105.087208	-149597.056772	311702.143980	12508.030436	473807.231188	2.100907	2.702060	1.809696	0.709027	0.233534	0.148630	-0.415536	-0.496660	-0.036199
0.109000	-162105.317362	-149597.464243	311702.781606	12507.853119	473808.098968	2.159558	2.126881	-2.352178	0.683719	0.465712	-0.108629	-0.456563	-0.289444	-0.107760
0.109900	-162105.547521	-149597.871709	311703.419230	12507.675811	473808.966751	2.218455	1.551831	-0.231564	0.655348	0.548812	-0.035119	-0.495782	0.010410	0.148940
0.110800	-162105.777683	-149598.279170	311704.056853	12507.498512	473809.834536	2.278137	0.978111	1.889612	0.623886	0.456482	0.145266	-0.533370	0.307419	-0.047949
0.111700	-162106.007849	-149598.686626	311704.694475	12507.321222	473810.702324	2.338915	0.406370	-2.272430	0.589495	0.218224	-0.116872	-0.569467	0.507117	-0.098766
0.112600	-162106.238018	-149599.094077	311705.332096	12507.143941	473811.570114	2.400759	-0.163415	-0.151610	0.552549	-0.090039	-0.023109	-0.604130	0.546074	0.151257
0.113500	-162106.468192	-149599.501523	311705.969715	12506.966669	473812.437907	2.463358	-0.732005	1.969468	0.513482	-0.370209	0.140995	-0.637275	0.412014	-0.059391
0.114400	-162106.698369	-149599.908964	311706.607333	12506.789405	473813.305703	2.526172	-1.300572	-2.192530	0.472707	-0.533208	-0.124366	-0.668592	0.147698	-0.089112
