#model:pLinear_up	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100090	-16259.781695	-15044.263473	31304.045168	1215.518222	47563.826863	1.579106	1.698774	-0.796855	0.821848	0.544097	-0.109810	-0.006830	-0.070015	0.107323
0.100180	-16259.805547	-15044.303128	31304.108675	1215.502419	47563.914222	1.587508	1.826781	3.123652	0.821416	0.531284	0.002749	-0.013729	-0.139051	-0.153238
0.100270	-16259.829400	-15044.342783	31304.172183	1215.486616	47564.001582	1.595669	1.954435	0.753570	0.820679	0.510127	0.104765	-0.020417	-0.205906	0.111655
0.100360	-16259.853253	-15044.382437	31304.235690	1215.470815	47564.088942	1.603863	2.082012	-1.610461	0.819551	0.480874	-0.153492	-0.027110	-0.269749	-0.006091
0.100450	-16259.877106	-15044.422091	31304.299197	1215.455015	47564.176303	1.611916	2.209159	2.307059	0.818290	0.444131	0.113385	-0.033666	-0.329546	-0.102756
0.100540	-16259.900960	-15044.461744	31304.362703	1215.439216	47564.263663	1.619693	2.335887	-0.062100	0.816662	0.400274	-0.009520	-0.039964	-0.384338	0.153104
0.100630	-16259.924814	-15044.501396	31304.426210	1215.423418	47564.351024	1.627456	2.462278	-2.424554	0.814804	0.350038	-0.100819	-0.046216	-0.433468	-0.115640
0.100720	-16259.948669	-15044.541048	31304.489717	1215.407620	47564.438385	1.634862	2.587968	1.489742	0.812828	0.294233	0.152524	-0.052146	-0.476026	0.012390
0.100810	-16259.972524	-15044.580700	31304.553223	1215.391824	47564.525747	1.642050	2.713263	-0.876200	0.810522	0.233530	-0.117995	-0.057851	-0.511454	0.098301
0.100900	-16259.996379	-15044.620350	31304.616730	1215.376029	47564.613109	1.649079	2.837882	3.042899	0.808171	0.169013	0.015091	-0.063396	-0.539277	-0.152408
0.100990	-16260.020235	-15044.660001	31304.680236	1215.360234	47564.700471	1.655648	2.961846	0.673355	0.805682	0.101559	0.095565	-0.068528	-0.558912	0.119797
0.101080	-16260.044091	-15044.699651	31304.743742	1215.344441	47564.787833	1.662067	3.085316	-1.690110	0.803011	0.032125	-0.152418	-0.073496	-0.570241	-0.018272
0.101170	-16260.067948	-15044.739300	31304.807248	1215.328648	47564.875196	1.668138	-3.075219	2.226020	0.800428	-0.038088	0.121354	-0.078162	-0.573002	-0.093258
0.101260	-16260.091805	-15044.778949	31304.870754	1215.312856	47564.962559	1.673794	-2.953048	-0.141546	0.797709	-0.108209	-0.021649	-0.082454	-0.567101	0.151921
0.101350	-16260.115663	-15044.818597	31304.934260	1215.297066	47565.049922	1.679303	-2.831555	-2.505117	0.795024	-0.177096	-0.091119	-0.086606	-0.552785	-0.123287
0.101440	-16260.139521	-15044.858245	31304.997765	1215.281276	47565.137286	1.684334	-2.710716	1.409378	0.792473	-0.243671	0.151157	-0.090364	-0.530087	0.024614
