#model:pLinear_up	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100033	-162103.024514	-149593.404397	311696.428911	12509.620117	473799.453425	1.573863	2.017057	-2.771947	0.821895	0.494963	-0.055281	-0.002521	-0.236816	-0.142676
0.100067	-162103.033037	-149593.419491	311696.452528	12509.613546	473799.485565	1.576740	2.462907	-0.832004	0.821403	0.344906	-0.113133	-0.004883	-0.427663	0.103050
0.100100	-162103.041560	-149593.434584	311696.476144	12509.606976	473799.517704	1.579306	2.908032	1.108188	0.820697	0.127399	0.136906	-0.006984	-0.535511	0.068275
0.100133	-162103.050083	-149593.449677	311696.499760	12509.600406	473799.549843	1.581475	-2.930920	3.048684	0.819896	-0.115354	0.014194	-0.008756	-0.539426	-0.152331
0.100167	-162103.058606	-149593.464770	311696.523376	12509.593835	473799.581982	1.583220	-2.487587	-1.294365	0.819161	-0.336235	-0.147212	-0.010177	-0.438637	0.041763
0.100200	-162103.067129	-149593.479864	311696.546992	12509.587265	473799.614121	1.584632	-2.044997	0.645758	0.818642	-0.492365	0.092076	-0.011327	-0.252712	0.122192
0.100233	-162103.075651	-149593.494957	311696.570609	12509.580694	473799.646260	1.585858	-1.602839	2.586148	0.818420	-0.553456	0.080678	-0.012328	-0.017740	-0.129996
0.100267	-162103.084174	-149593.510050	311696.594225	12509.574124	473799.678399	1.587053	-1.160716	-1.756874	0.818534	-0.507649	-0.150375	-0.013308	0.220689	-0.028309
0.100300	-162103.092697	-149593.525144	311696.617841	12509.567554	473799.710538	1.588407	-0.718237	0.183281	0.818972	-0.363823	0.027884	-0.014424	0.416296	0.150431
0.100333	-162103.101220	-149593.540237	311696.641457	12509.560984	473799.742677	1.590086	-0.275088	2.123730	0.819631	-0.149902	0.130194	-0.015813	0.531109	-0.080349
0.100367	-162103.109743	-149593.555330	311696.665073	12509.554413	473799.774816	1.592161	0.168937	-2.219294	0.820370	0.092592	-0.121963	-0.017529	0.542859	-0.092428
0.100400	-162103.118266	-149593.570423	311696.688689	12509.547843	473799.806956	1.594639	0.613887	-0.279296	0.821053	0.316606	-0.042180	-0.019580	0.449264	0.147075
0.100433	-162103.126789	-149593.585516	311696.712306	12509.541273	473799.839095	1.597476	1.059621	1.661183	0.821536	0.478659	0.152348	-0.021924	0.268481	-0.013808
0.100467	-162103.135312	-149593.600610	311696.735922	12509.534702	473799.871234	1.600525	1.505830	-2.681621	0.821702	0.547290	-0.067928	-0.024436	0.035605	-0.137114
0.100500	-162103.143835	-149593.615703	311696.759538	12509.528132	473799.903373	1.603601	1.952121	-0.741712	0.821523	0.509190	-0.103379	-0.026960	-0.204159	0.112830
0.100533	-162103.152358	-149593.630796	311696.783154	12509.521562	473799.935512	1.606546	2.398095	1.198538	0.821027	0.371754	0.142501	-0.029364	-0.404289	0.055641
0.100567	-162103.160881	-149593.645889	311696.806770	12509.514992	473799.967651	1.609202	2.843412	3.139065	0.820280	0.161644	0.000387	-0.031519	-0.525938	-0.152992
0.100600	-162103.169404	-149593.660982	311696.830386	12509.508422	473799.999790	1.611451	-2.995338	-1.204031	0.819427	-0.080354	-0.142850	-0.033332	-0.545485	0.054875
0.100633	-162103.177927	-149593.676076	311696.854003	12509.501851	473800.031929	1.613288	-2.551832	0.736063	0.818629	-0.307264	0.102720	-0.034806	-0.459146	0.113391
0.100667	-162103.186450	-149593.691169	311696.877619	12509.495281	473800.064069	1.614777	-2.109110	2.676484	0.818011	-0.475060	0.068620	-0.036000	-0.283677	-0.136740
0.100700	-162103.194973	-149593.706262	311696.901235	12509.488711	473800.096208	1.616022	-1.666882	-1.666504	0.817682	-0.551173	-0.152315	-0.037005	-0.053123	-0.014622
0.100733	-162103.203496	-149593.721355	311696.924851	12509.482141	473800.128347	1.617205	-1.224782	0.273637	0.817705	-0.520820	0.041345	-0.037976	0.187765	0.147305
0.100767	-162103.212019	-149593.736448	311696.948467	12509.475571	473800.160486	1.618527	-0.782423	2.214042	0.818047	-0.389901	0.122420	-0.039076	0.392228	-0.091766
0.100800	-162103.220542	-149593.751541	311696.972083	12509.469001	473800.192625	1.620126	-0.339446	-2.128981	0.818619	-0.183829	-0.129798	-0.040415	0.520595	-0.081049
0.100833	-162103.229065	-149593.766634	311696.995699	12509.462430	473800.224764	1.622107	0.104393	-0.188925	0.819312	0.057411	-0.028734	-0.042076	0.547953	0.150277
0.100867	-162103.237588	-149593.781728	311697.019316	12509.455860	473800.256904	1.624519	0.549163	1.751558	0.819966	0.286995	0.150485	-0.044093	0.468982	-0.027502
0.100900	-162103.246111	-149593.796821	311697.042932	12509.449290	473800.289043	1.627297	0.994747	-2.591313	0.820422	0.460355	-0.080020	-0.046404	0.299018	-0.130434
0.100933	-162103.254634	-149593.811914	311697.066548	12509.442720	473800.321182	1.630308	1.440882	-0.651407	0.820589	0.543855	-0.092779	-0.048892	0.071055	0.121689
0.100967	-162103.263157	-149593.827007	311697.090164	12509.436150	473800.353321	1.633408	1.887204	1.288913	0.820415	0.521290	0.146936	-0.051435	-0.170674	0.042552
0.101000	-162103.271680	-149593.842100	311697.113780	12509.429580	473800.385460	1.636410	2.333295	-3.053745	0.819896	0.397027	-0.013423	-0.053874	-0.379248	-0.152408
0.101033	-162103.280203	-149593.857193	311697.137396	12509.423010	473800.417600	1.639131	2.778776	-1.113719	0.819123	0.195192	-0.137323	-0.056062	-0.514175	0.067537
0.101067	-162103.288726	-149593.872286	311697.161012	12509.416440	473800.449739	1.641479	-3.059784	0.826374	0.818232	-0.045036	0.112525	-0.057931	-0.549277	0.103662
0.101100	-162103.297249	-149593.887379	311697.184629	12509.409870	473800.481878	1.643418	-2.616081	2.766845	0.817354	-0.277044	0.055999	-0.059462	-0.477742	-0.142370
0.101133	-162103.305772	-149593.902472	311697.208245	12509.403300	473800.514017	1.644966	-2.173200	-1.576133	0.816642	-0.455800	-0.153015	-0.060681	-0.313441	-0.000817
0.101167	-162103.314295	-149593.917565	311697.231861	12509.396730	473800.546156	1.646248	-1.730899	0.363972	0.816223	-0.546600	0.054467	-0.061702	-0.088268	0.142979
0.101200	-162103.322818	-149593.932659	311697.255477	12509.390160	473800.578296	1.647445	-1.288820	2.304351	0.816139	-0.531831	0.113645	-0.062678	0.154069	-0.102432
0.101233	-162103.331342	-149593.947752	311697.279093	12509.383590	473800.610435	1.648719	-0.846551	-2.038644	0.816376	-0.414361	-0.136576	-0.063744	0.366547	-0.069006
0.101267	-162103.339865	-149593.962845	311697.302709	12509.377020	473800.642574	1.650242	-0.403719	-0.098544	0.816879	-0.216979	-0.015053	-0.065035	0.507928	0.152255
0.101300	-162103.348388	-149593.977938	311697.326325	12509.370450	473800.674713	1.652152	0.039926	1.841912	0.817515	0.022002	0.147396	-0.066657	0.550761	-0.040970
0.101333	-162103.356911	-149593.993031	311697.349942	12509.363880	473800.706852	1.654480	0.484491	-2.501015	0.818121	0.256189	-0.091457	-0.068624	0.486744	-0.122689
0.101367	-162103.365434	-149594.008124	311697.373558	12509.357310	473800.738992	1.657181	0.929919	-0.561079	0.818566	0.440143	-0.081420	-0.070888	0.328306	0.129556
0.101400	-162103.373957	-149594.023217	311697.397174	12509.350740	473800.771131	1.660170	1.375984	1.379304	0.818735	0.538159	0.150175	-0.073369	0.106187	0.029114
0.101433	-162103.382480	-149594.038310	311697.420790	12509.344170	473800.803270	1.663280	1.822313	-2.963387	0.818547	0.531202	-0.027122	-0.075919	-0.136497	-0.150582
0.101467	-162103.391003	-149594.053403	311697.444406	12509.337601	473800.835409	1.666311	2.268483	-1.023421	0.818020	0.420632	-0.130675	-0.078372	-0.352633	0.079646
0.101500	-162103.399526	-149594.068496	311697.468022	12509.331031	473800.867549	1.669113	2.714119	0.916703	0.817232	0.227913	0.121412	-0.080608	-0.500284	0.093085
0.101533	-162103.408050	-149594.083589	311697.491638	12509.324461	473800.899688	1.671563	-3.124233	2.857226	0.816286	-0.009562	0.042920	-0.082534	-0.550790	-0.146841
0.101567	-162103.416573	-149594.098682	311697.515254	12509.317891	473800.931827	1.673583	-2.680325	-1.485773	0.815337	-0.245700	-0.152470	-0.084102	-0.494337	0.012995
0.101600	-162103.425096	-149594.113775	311697.538870	12509.311321	473800.963966	1.675207	-2.237293	0.454289	0.814548	-0.434657	0.067142	-0.085358	-0.341888	0.137486
0.101633	-162103.433619	-149594.128868	311697.562487	12509.304751	473800.996106	1.676550	-1.794907	2.394673	0.814024	-0.539772	0.103940	-0.086408	-0.123036	-0.112263
0.101667	-162103.442142	-149594.143961	311697.586103	12509.298182	473801.028245	1.677746	-1.352810	-1.948282	0.813828	-0.540644	-0.142242	-0.087372	0.119756	-0.056399
