#model:pLinear_up	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100200	-37.096183	-33.283600	70.379783	3.812582	107.475966	1.589805	1.589832	1.590676	0.821926	0.548346	0.152942	-0.015626	-0.010439	-0.003041
0.100400	-37.126473	-33.313600	70.440073	3.812872	107.566546	1.608832	1.608886	1.610573	0.821479	0.548048	0.152854	-0.031261	-0.020885	-0.006083
0.100600	-37.156762	-33.343601	70.500363	3.813162	107.657125	1.627877	1.627957	1.630487	0.820734	0.547550	0.152709	-0.046899	-0.031333	-0.009126
0.100800	-37.187051	-33.373601	70.560652	3.813451	107.747703	1.646940	1.647047	1.650418	0.819689	0.546852	0.152506	-0.062535	-0.041779	-0.012169
0.101000	-37.217340	-33.403601	70.620940	3.813739	107.838280	1.666022	1.666154	1.670367	0.818345	0.545954	0.152243	-0.078163	-0.052219	-0.015209
0.101200	-37.247628	-33.433601	70.681228	3.814027	107.928856	1.685121	1.685280	1.690331	0.816701	0.544855	0.151923	-0.093778	-0.062651	-0.018247
0.101400	-37.277915	-33.463601	70.741516	3.814315	108.019431	1.704238	1.704424	1.710312	0.814756	0.543556	0.151544	-0.109372	-0.073069	-0.021281
0.101600	-37.308202	-33.493601	70.801803	3.814602	108.110006	1.723373	1.723585	1.730308	0.812511	0.542056	0.151106	-0.124941	-0.083471	-0.024310
0.101800	-37.338489	-33.523601	70.862090	3.814888	108.200579	1.742527	1.742765	1.750320	0.809965	0.540355	0.150610	-0.140479	-0.093851	-0.027332
0.102000	-37.368775	-33.553601	70.922376	3.815174	108.291151	1.761698	1.761962	1.770347	0.807119	0.538454	0.150055	-0.155980	-0.104207	-0.030348
0.102200	-37.399061	-33.583601	70.982662	3.815460	108.381722	1.780888	1.781178	1.790388	0.803973	0.536352	0.149442	-0.171437	-0.114533	-0.033354
0.102400	-37.429346	-33.613601	71.042947	3.815745	108.472293	1.800095	1.800412	1.810445	0.800527	0.534050	0.148771	-0.186846	-0.124828	-0.036351
0.102600	-37.459631	-33.643601	71.103232	3.816030	108.562862	1.819321	1.819663	1.830515	0.796781	0.531548	0.148041	-0.202200	-0.135085	-0.039337
0.102800	-37.489915	-33.673601	71.163516	3.816314	108.653431	1.838565	1.838933	1.850599	0.792737	0.528846	0.147253	-0.217493	-0.145302	-0.042312
0.103000	-37.520199	-33.703601	71.223800	3.816598	108.743998	1.857827	1.858220	1.870696	0.788395	0.525945	0.146407	-0.232720	-0.155474	-0.045273
0.103200	-37.550482	-33.733601	71.284083	3.816881	108.834565	1.877107	1.877526	1.890807	0.783755	0.522845	0.145502	-0.247874	-0.165598	-0.048220
0.103400	-37.580765	-33.763601	71.344366	3.817164	108.925130	1.896406	1.896850	1.910931	0.778819	0.519548	0.144541	-0.262950	-0.175670	-0.051151
0.103600	-37.611047	-33.793601	71.404648	3.817446	109.015695	1.915722	1.916191	1.931067	0.773587	0.516053	0.143521	-0.277941	-0.185685	-0.054066
0.103800	-37.641329	-33.823601	71.464930	3.817728	109.106259	1.935057	1.935551	1.951215	0.768062	0.512361	0.142445	-0.292843	-0.195640	-0.056963
0.104000	-37.671610	-33.853601	71.525211	3.818009	109.196822	1.954410	1.954929	1.971375	0.762243	0.508474	0.141311	-0.307648	-0.205531	-0.059842
0.104200	-37.701891	-33.883601	71.585492	3.818290	109.287383	1.973781	1.974324	1.991547	0.756132	0.504392	0.140121	-0.322351	-0.215354	-0.062700
0.104400	-37.732172	-33.913601	71.645773	3.818570	109.377944	1.993170	1.993738	2.011730	0.749732	0.500116	0.138874	-0.336947	-0.225105	-0.065538
0.104600	-37.762452	-33.943601	71.706053	3.818850	109.468504	2.012578	2.013170	2.031924	0.743043	0.495647	0.137571	-0.351429	-0.234780	-0.068353
0.104800	-37.792731	-33.973601	71.766332	3.819130	109.559064	2.032004	2.032619	2.052128	0.736067	0.490987	0.136212	-0.365791	-0.244375	-0.071144
0.105000	-37.823010	-34.003601	71.826612	3.819409	109.649622	2.051448	2.052087	2.072343	0.728806	0.486136	0.134798	-0.380028	-0.253886	-0.073912
0.105200	-37.853289	-34.033601	71.886890	3.819688	109.740179	2.070910	2.071573	2.092568	0.721263	0.481097	0.133329	-0.394134	-0.263309	-0.076653
0.105400	-37.883567	-34.063601	71.947168	3.819966	109.830735	2.090390	2.091076	2.112803	0.713439	0.475869	0.131805	-0.408103	-0.272642	-0.079368
0.105600	-37.913845	-34.093601	72.007446	3.820243	109.921291	2.109889	2.110598	2.133047	0.705336	0.470456	0.130227	-0.421930	-0.281879	-0.082055
0.105800	-37.944122	-34.123601	72.067723	3.820521	110.011845	2.129406	2.130138	2.153301	0.696956	0.464859	0.128595	-0.435608	-0.291017	-0.084713
0.106000	-37.974399	-34.153601	72.128000	3.820797	110.102399	2.148942	2.149696	2.173563	0.688304	0.459078	0.126910	-0.449133	-0.300052	-0.087340
0.106200	-38.004675	-34.183601	72.188277	3.821074	110.192952	2.168495	2.169271	2.193834	0.679379	0.453116	0.125173	-0.462497	-0.308980	-0.089937
0.106400	-38.034951	-34.213602	72.248553	3.821350	110.283504	2.188068	2.188865	2.214113	0.670187	0.446975	0.123383	-0.475697	-0.317798	-0.092501
0.106600	-38.065226	-34.243602	72.308828	3.821625	110.374054	2.207658	2.208477	2.234400	0.660729	0.440656	0.121541	-0.488726	-0.326502	-0.095032
0.106800	-38.095501	-34.273602	72.369103	3.821900	110.464604	2.227267	2.228107	2.254694	0.651008	0.434162	0.119648	-0.501578	-0.335088	-0.097529
0.107000	-38.125776	-34.303602	72.429378	3.822174	110.555154	2.246894	2.247755	2.274997	0.641027	0.427495	0.117705	-0.514249	-0.343553	-0.099990
0.107200	-38.156050	-34.333602	72.489652	3.822448	110.645702	2.266539	2.267420	2.295306	0.630790	0.420656	0.115712	-0.526732	-0.351892	-0.102414
0.107400	-38.186324	-34.363602	72.549925	3.822722	110.736249	2.286203	2.287104	2.315623	0.620299	0.413647	0.113670	-0.539023	-0.360103	-0.104801
0.107600	-38.216597	-34.393602	72.610199	3.822995	110.826796	2.305885	2.306806	2.335946	0.609559	0.406472	0.111579	-0.551116	-0.368182	-0.107150
0.107800	-38.246870	-34.423602	72.670471	3.823268	110.917341	2.325585	2.326526	2.356275	0.598572	0.399133	0.109441	-0.563006	-0.376125	-0.109458
0.108000	-38.277142	-34.453602	72.730744	3.823540	111.007886	2.345304	2.346264	2.376611	0.587343	0.391631	0.107255	-0.574687	-0.383929	-0.111726
0.108200	-38.307414	-34.483602	72.791016	3.823812	111.098430	2.365041	2.366020	2.396953	0.575875	0.383970	0.105023	-0.586155	-0.391590	-0.113953
0.108400	-38.337685	-34.513602	72.851287	3.824083	111.188972	2.384797	2.385794	2.417300	0.564171	0.376151	0.102745	-0.597404	-0.399105	-0.116136
0.108600	-38.367956	-34.543602	72.911558	3.824354	111.279514	2.404571	2.405585	2.437653	0.552237	0.368179	0.100422	-0.608430	-0.406470	-0.118276
0.108800	-38.398227	-34.573602	72.971829	3.824625	111.370056	2.424363	2.425395	2.458011	0.540076	0.360054	0.098055	-0.619227	-0.413683	-0.120372
0.109000	-38.428497	-34.603602	73.032099	3.824895	111.460596	2.444174	2.445223	2.478374	0.527691	0.351781	0.095645	-0.629790	-0.420740	-0.122422
0.109200	-38.458767	-34.633602	73.092369	3.825165	111.551135	2.464004	2.465069	2.498741	0.515088	0.343362	0.093192	-0.640115	-0.427637	-0.124425
0.109400	-38.489036	-34.663602	73.152638	3.825434	111.641674	2.483852	2.484933	2.519114	0.502271	0.334799	0.090698	-0.650196	-0.434372	-0.126381
0.109600	-38.519305	-34.693602	73.212907	3.825703	111.732211	2.503718	2.504815	2.539490	0.489245	0.326097	0.088163	-0.660030	-0.440942	-0.128289
0.109800	-38.549573	-34.723602	73.273175	3.825971	111.822748	2.523603	2.524715	2.559871	0.476013	0.317258	0.085589	-0.669612	-0.447343	-0.130147
0.110000	-38.579841	-34.753602	73.333443	3.826239	111.913284	2.543506	2.544633	2.580256	0.462581	0.308285	0.082975	-0.678936	-0.453572	-0.131956
0.110200	-38.610108	-34.783602	73.393711	3.826506	112.003819	2.563427	2.564569	2.600645	0.448954	0.299181	0.080324	-0.688000	-0.459626	-0.133713
0.110400	-38.640376	-34.813602	73.453978	3.826773	112.094353	2.583368	2.584524	2.621037	0.435136	0.289950	0.077636	-0.696797	-0.465504	-0.135419
0.110600	-38.670642	-34.843602	73.514244	3.827040	112.184887	2.603326	2.604496	2.641433	0.421132	0.280595	0.074911	-0.705325	-0.471200	-0.137072
0.110800	-38.700908	-34.873602	73.574511	3.827306	112.275419	2.623303	2.624486	2.661832	0.406949	0.271120	0.072152	-0.713579	-0.476714	-0.138672
0.111000	-38.731174	-34.903602	73.634776	3.827572	112.365951	2.643299	2.644494	2.682234	0.392590	0.261528	0.069359	-0.721554	-0.482042	-0.140218
0.111200	-38.761440	-34.933602	73.695042	3.827837	112.456481	2.663313	2.664520	2.702639	0.378061	0.251822	0.066533	-0.729248	-0.487182	-0.141708
0.111400	-38.791704	-34.963602	73.755307	3.828102	112.547011	2.683346	2.684564	2.723046	0.363368	0.242006	0.063675	-0.736655	-0.492130	-0.143143
0.111600	-38.821969	-34.993602	73.815571	3.828367	112.637540	2.703397	2.704627	2.743457	0.348516	0.232085	0.060786	-0.743773	-0.496885	-0.144522
0.111800	-38.852233	-35.023602	73.875835	3.828631	112.728068	2.723467	2.724707	2.763869	0.333510	0.222061	0.057867	-0.750597	-0.501444	-0.145844
0.112000	-38.882497	-35.053602	73.936099	3.828894	112.818596	2.743555	2.744805	2.784285	0.318357	0.211938	0.054920	-0.757124	-0.505804	-0.147107
0.112200	-38.912760	-35.083602	73.996362	3.829158	112.909122	2.763662	2.764921	2.804702	0.303062	0.201720	0.051945	-0.763351	-0.509964	-0.148312
0.112400	-38.943023	-35.113602	74.056625	3.829420	112.999648	2.783787	2.785056	2.825121	0.287631	0.191412	0.048944	-0.769274	-0.513920	-0.149458
0.112600	-38.973285	-35.143602	74.116888	3.829683	113.090173	2.803931	2.805208	2.845543	0.272070	0.181017	0.045918	-0.774890	-0.517672	-0.150545
0.112800	-39.003547	-35.173603	74.177150	3.829945	113.180697	2.824094	2.825378	2.865966	0.256385	0.170538	0.042868	-0.780196	-0.521217	-0.151571
0.113000	-39.033809	-35.203603	74.237411	3.830206	113.271220	2.844275	2.845567	2.886391	0.240582	0.159982	0.039795	-0.785188	-0.524552	-0.152536
0.113200	-39.064070	-35.233603	74.297672	3.830467	113.361742	2.864474	2.865773	2.906818	0.224667	0.149350	0.036700	-0.789865	-0.527676	-0.153439
0.113400	-39.094331	-35.263603	74.357933	3.830728	113.452264	2.884693	2.885998	2.927246	0.208646	0.138648	0.033585	-0.794223	-0.530587	-0.154281
0.113600	-39.124591	-35.293603	74.418194	3.830988	113.542785	2.904930	2.906240	2.947676	0.192527	0.127879	0.030451	-0.798259	-0.533284	-0.155060
0.113800	-39.154851	-35.323603	74.478454	3.831248	113.633304	2.925185	2.926501	2.968107	0.176314	0.117049	0.027299	-0.801972	-0.535764	-0.155776
0.114000	-39.185110	-35.353603	74.538713	3.831508	113.723823	2.945459	2.946779	2.988540	0.160015	0.106161	0.024130	-0.805358	-0.538026	-0.156428
0.114200	-39.215369	-35.383603	74.598972	3.831767	113.814342	2.965751	2.967076	3.008974	0.143636	0.095220	0.020946	-0.808415	-0.540068	-0.157017
0.114400	-39.245628	-35.413603	74.659231	3.832025	113.904859	2.986063	2.987391	3.029409	0.127184	0.084229	0.017748	-0.811142	-0.541889	-0.157541
0.114600	-39.275886	-35.443603	74.719489	3.832284	113.995375	3.006392	3.007723	3.049846	0.110665	0.073194	0.014537	-0.813536	-0.543489	-0.158000
