#model:pLinear_up	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100900	-37.202196	-33.388601	70.590796	3.813595	107.792992	1.656479	1.656598	1.660390	0.819055	0.546428	0.152382	-0.070351	-0.047000	-0.013689
0.101800	-37.338489	-33.523601	70.862090	3.814888	108.200579	1.742527	1.742765	1.750320	0.809965	0.540355	0.150610	-0.140479	-0.093851	-0.027332
0.102700	-37.474773	-33.658601	71.133374	3.816172	108.608146	1.828941	1.829296	1.840555	0.794797	0.530222	0.147654	-0.209855	-0.140199	-0.040826
0.103600	-37.611047	-33.793601	71.404648	3.817446	109.015695	1.915722	1.916191	1.931067	0.773587	0.516053	0.143521	-0.277941	-0.185685	-0.054066
0.104500	-37.747312	-33.928601	71.675913	3.818710	109.423225	2.002872	2.003452	2.021825	0.746423	0.497905	0.138230	-0.344202	-0.229952	-0.066948
0.105400	-37.883567	-34.063601	71.947168	3.819966	109.830735	2.090390	2.091076	2.112803	0.713439	0.475869	0.131805	-0.408103	-0.272642	-0.079368
0.106300	-38.019813	-34.198601	72.218415	3.821212	110.238228	2.178279	2.179066	2.203972	0.674817	0.450068	0.124284	-0.469118	-0.313403	-0.091223
0.107200	-38.156050	-34.333602	72.489652	3.822448	110.645702	2.266539	2.267420	2.295306	0.630790	0.420656	0.115712	-0.526732	-0.351892	-0.102414
0.108100	-38.292278	-34.468602	72.760880	3.823676	111.053158	2.355170	2.356139	2.386781	0.581639	0.387820	0.106144	-0.580448	-0.387777	-0.112845
0.109000	-38.428497	-34.603602	73.032099	3.824895	111.460596	2.444174	2.445223	2.478374	0.527691	0.351781	0.095645	-0.629790	-0.420740	-0.122422
0.109900	-38.564707	-34.738602	73.303309	3.826105	111.868016	2.533552	2.534672	2.570063	0.469322	0.312788	0.084287	-0.674307	-0.450479	-0.131058
0.110800	-38.700908	-34.873602	73.574511	3.827306	112.275419	2.623303	2.624486	2.661832	0.406949	0.271120	0.072152	-0.713579	-0.476714	-0.138672
0.111700	-38.837101	-35.008602	73.845703	3.828499	112.682805	2.713430	2.714664	2.753663	0.341032	0.227085	0.059330	-0.747222	-0.499189	-0.145190
