#model:pLinear_up	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100067	-37.075989	-33.263600	70.339590	3.812389	107.415579	1.577131	1.577140	1.577421	0.822058	0.548435	0.152967	-0.005207	-0.003479	-0.001013
0.100133	-37.086086	-33.273600	70.359687	3.812486	107.445773	1.583467	1.583485	1.584047	0.822009	0.548402	0.152958	-0.010416	-0.006959	-0.002027
0.100200	-37.096183	-33.283600	70.379783	3.812582	107.475966	1.589805	1.589832	1.590676	0.821926	0.548346	0.152942	-0.015626	-0.010439	-0.003041
0.100267	-37.106280	-33.293600	70.399880	3.812679	107.506160	1.596146	1.596181	1.597306	0.821810	0.548269	0.152919	-0.020837	-0.013921	-0.004055
0.100333	-37.116376	-33.303600	70.419977	3.812776	107.536353	1.602488	1.602532	1.603938	0.821662	0.548170	0.152890	-0.026049	-0.017403	-0.005069
0.100400	-37.126473	-33.313600	70.440073	3.812872	107.566546	1.608832	1.608886	1.610573	0.821479	0.548048	0.152854	-0.031261	-0.020885	-0.006083
0.100467	-37.136569	-33.323601	70.460170	3.812969	107.596739	1.615179	1.615241	1.617209	0.821264	0.547904	0.152813	-0.036474	-0.024367	-0.007098
0.100533	-37.146666	-33.333601	70.480266	3.813065	107.626932	1.621527	1.621598	1.623847	0.821016	0.547738	0.152764	-0.041686	-0.027850	-0.008112
0.100600	-37.156762	-33.343601	70.500363	3.813162	107.657125	1.627877	1.627957	1.630487	0.820734	0.547550	0.152709	-0.046899	-0.031333	-0.009126
0.100667	-37.166859	-33.353601	70.520459	3.813258	107.687318	1.634230	1.634318	1.637129	0.820419	0.547340	0.152648	-0.052112	-0.034815	-0.010140
0.100733	-37.176955	-33.363601	70.540556	3.813354	107.717511	1.640584	1.640682	1.643773	0.820071	0.547107	0.152580	-0.057324	-0.038297	-0.011155
0.100800	-37.187051	-33.373601	70.560652	3.813451	107.747703	1.646940	1.647047	1.650418	0.819689	0.546852	0.152506	-0.062535	-0.041779	-0.012169
0.100867	-37.197148	-33.383601	70.580748	3.813547	107.777896	1.653299	1.653414	1.657066	0.819275	0.546575	0.152425	-0.067746	-0.045260	-0.013182
0.100933	-37.207244	-33.393601	70.600844	3.813643	107.808088	1.659659	1.659783	1.663715	0.818826	0.546276	0.152337	-0.072955	-0.048740	-0.014196
0.101000	-37.217340	-33.403601	70.620940	3.813739	107.838280	1.666022	1.666154	1.670367	0.818345	0.545954	0.152243	-0.078163	-0.052219	-0.015209
0.101067	-37.227436	-33.413601	70.641037	3.813835	107.868472	1.672386	1.672528	1.677020	0.817830	0.545610	0.152143	-0.083370	-0.055698	-0.016222
0.101133	-37.237532	-33.423601	70.661133	3.813931	107.898664	1.678752	1.678903	1.683675	0.817282	0.545244	0.152036	-0.088575	-0.059175	-0.017235
0.101200	-37.247628	-33.433601	70.681228	3.814027	107.928856	1.685121	1.685280	1.690331	0.816701	0.544855	0.151923	-0.093778	-0.062651	-0.018247
0.101267	-37.257724	-33.443601	70.701324	3.814123	107.959048	1.691491	1.691659	1.696990	0.816086	0.544445	0.151803	-0.098978	-0.066125	-0.019259
0.101333	-37.267820	-33.453601	70.721420	3.814219	107.989240	1.697863	1.698040	1.703650	0.815437	0.544011	0.151677	-0.104177	-0.069598	-0.020270
