#model:pLinear_up	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100067	-32.247396	-31.835363	64.082759	0.412032	96.330155	1.577131	1.577132	1.577160	0.822058	0.548435	0.152968	-0.005207	-0.003475	-0.000973
0.100133	-32.257397	-31.845363	64.102760	0.412034	96.360157	1.583467	1.583469	1.583525	0.822009	0.548402	0.152958	-0.010416	-0.006950	-0.001947
0.100200	-32.267398	-31.855363	64.122761	0.412035	96.390160	1.589805	1.589808	1.589892	0.821926	0.548347	0.152943	-0.015626	-0.010426	-0.002921
0.100267	-32.277399	-31.865363	64.142763	0.412036	96.420162	1.596146	1.596149	1.596262	0.821811	0.548270	0.152921	-0.020837	-0.013903	-0.003895
0.100333	-32.287401	-31.875363	64.162764	0.412037	96.450164	1.602488	1.602492	1.602633	0.821662	0.548170	0.152893	-0.026049	-0.017381	-0.004869
0.100400	-32.297402	-31.885363	64.182765	0.412038	96.480167	1.608832	1.608838	1.609006	0.821480	0.548049	0.152859	-0.031261	-0.020859	-0.005844
0.100467	-32.307403	-31.895363	64.202766	0.412040	96.510169	1.615179	1.615185	1.615382	0.821265	0.547906	0.152819	-0.036474	-0.024337	-0.006818
0.100533	-32.317404	-31.905363	64.222768	0.412041	96.540172	1.621527	1.621534	1.621759	0.821017	0.547740	0.152773	-0.041687	-0.027815	-0.007792
0.100600	-32.327405	-31.915363	64.242769	0.412042	96.570174	1.627877	1.627885	1.628138	0.820736	0.547552	0.152720	-0.046899	-0.031293	-0.008767
0.100667	-32.337407	-31.925363	64.262770	0.412043	96.600176	1.634230	1.634239	1.634520	0.820421	0.547342	0.152661	-0.052112	-0.034771	-0.009741
0.100733	-32.347408	-31.935363	64.282771	0.412044	96.630179	1.640584	1.640594	1.640903	0.820074	0.547110	0.152596	-0.057324	-0.038249	-0.010716
0.100800	-32.357409	-31.945363	64.302772	0.412046	96.660181	1.646940	1.646951	1.647288	0.819693	0.546856	0.152525	-0.062536	-0.041726	-0.011690
0.100867	-32.367410	-31.955363	64.322774	0.412047	96.690184	1.653299	1.653310	1.653675	0.819278	0.546580	0.152448	-0.067746	-0.045203	-0.012664
0.100933	-32.377411	-31.965363	64.342775	0.412048	96.720186	1.659659	1.659671	1.660065	0.818831	0.546281	0.152364	-0.072956	-0.048679	-0.013638
0.101000	-32.387413	-31.975363	64.362776	0.412049	96.750188	1.666021	1.666035	1.666456	0.818350	0.545960	0.152274	-0.078164	-0.052154	-0.014611
0.101067	-32.397414	-31.985363	64.382777	0.412050	96.780191	1.672386	1.672400	1.672849	0.817836	0.545617	0.152178	-0.083370	-0.055628	-0.015584
0.101133	-32.407415	-31.995363	64.402778	0.412052	96.810193	1.678752	1.678767	1.679244	0.817288	0.545252	0.152076	-0.088575	-0.059101	-0.016557
