#model:pLinear_up	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100164	-1686.903061	-1575.123587	3262.026648	111.779474	4948.929708	1.586318	1.608077	2.297237	0.821832	0.548061	0.114939	-0.012757	-0.020442	-0.102127
0.100327	-1686.964774	-1575.173043	3262.137817	111.791731	4949.102591	1.601693	1.645212	3.017054	0.821153	0.546942	0.019345	-0.025379	-0.040776	-0.154532
0.100491	-1687.026502	-1575.222480	3262.248982	111.804022	4949.275484	1.616831	1.682104	-2.556160	0.820171	0.545180	-0.087295	-0.037783	-0.060934	-0.131674
0.100655	-1687.088244	-1575.271900	3262.360144	111.816344	4949.448388	1.631762	1.718765	-1.854531	0.819029	0.542875	-0.153094	-0.049995	-0.080920	-0.044643
0.100818	-1687.150001	-1575.321302	3262.471303	111.828699	4949.621304	1.646615	1.755301	-1.156310	0.817819	0.540090	-0.146036	-0.062125	-0.100795	0.064252
0.100982	-1687.211772	-1575.370686	3262.582458	111.841087	4949.794230	1.661561	1.791864	-0.455279	0.816532	0.536822	-0.069552	-0.074317	-0.120646	0.142063
0.101145	-1687.273558	-1575.420051	3262.693610	111.853507	4949.967168	1.676731	1.828581	0.253735	0.815063	0.533001	0.039149	-0.086668	-0.140526	0.150967
0.101309	-1687.335358	-1575.469399	3262.804758	111.865959	4950.140116	1.692156	1.865493	0.972638	0.813264	0.528527	0.127183	-0.099185	-0.160427	0.086667
0.101473	-1687.397173	-1575.518730	3262.915903	111.878444	4950.313076	1.707750	1.902537	1.698721	0.811016	0.523320	0.151721	-0.111771	-0.180268	-0.019515
0.101636	-1687.459002	-1575.568042	3263.027044	111.890961	4950.486047	1.723353	1.939566	2.425527	0.808285	0.517361	0.100831	-0.124275	-0.199933	-0.115881
0.101800	-1687.520846	-1575.617336	3263.138182	111.903510	4950.659028	1.738801	1.976414	-3.136980	0.805143	0.510703	-0.000717	-0.136555	-0.219312	-0.155506
0.101964	-1687.582704	-1575.666612	3263.249317	111.916092	4950.832021	1.754005	2.012966	-2.426028	0.801730	0.503447	-0.103507	-0.148550	-0.238349	-0.119076
0.102127	-1687.644577	-1575.715871	3263.360448	111.928706	4951.005025	1.768992	2.049201	-1.723744	0.798191	0.495696	-0.157515	-0.160303	-0.257060	-0.024281
0.102291	-1687.706464	-1575.765112	3263.471576	111.941352	4951.178039	1.783891	2.085203	-1.025440	0.794602	0.487506	-0.136453	-0.171936	-0.275519	0.082790
