#model:pLinear_down	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100600	-2040.727653	-1729.836506	3770.564158	310.891147	5811.291811	1.838961	1.917941	-2.024584	0.786031	0.516820	-0.164358	-0.215988	-0.186983	-0.080163
0.101200	-2040.463465	-1729.740770	3770.204235	310.722696	5810.667700	2.100775	2.252377	0.423169	0.698028	0.436409	0.070770	-0.408966	-0.354050	0.157134
0.101800	-2040.199257	-1729.645026	3769.844284	310.554231	5810.043541	2.375369	2.588045	-3.069882	0.553379	0.305772	-0.011288	-0.575019	-0.494780	-0.157142
0.102400	-2039.935029	-1729.549276	3769.484305	310.385753	5809.419334	2.646201	2.907483	-0.511626	0.369212	0.139491	-0.091852	-0.683304	-0.584913	0.163584
0.103000	-2039.670780	-1729.453518	3769.124298	310.217262	5808.795078	2.921466	-3.070378	2.009877	0.165991	-0.044790	0.145570	-0.741849	-0.627883	-0.068368
0.103600	-2039.406511	-1729.357752	3768.764263	310.048758	5808.170774	-3.072057	-2.768076	-1.468984	-0.051102	-0.239488	-0.167354	-0.733707	-0.611071	0.017098
0.104200	-2039.142221	-1729.261979	3768.404200	309.880241	5807.546421	-2.786418	-2.483993	0.999497	-0.246519	-0.416019	0.155582	-0.664645	-0.538698	0.100009
0.104800	-2038.877910	-1729.166199	3768.044110	309.711711	5806.922020	-2.485073	-2.205017	-2.642550	-0.420421	-0.570618	-0.073765	-0.545617	-0.419746	-0.135333
0.105400	-2038.613579	-1729.070411	3767.683991	309.543168	5806.297570	-2.173001	-1.929771	0.084792	-0.545633	-0.681300	0.015172	-0.375056	-0.255646	0.178500
0.106000	-2038.349228	-1728.974616	3767.323844	309.374612	5805.673072	-1.862420	-1.667284	2.530685	-0.616166	-0.741524	0.101189	-0.184962	-0.071771	-0.144500
0.106600	-2038.084856	-1728.878813	3766.963669	309.206043	5805.048525	-1.531603	-1.401530	-0.999478	-0.630698	-0.749036	-0.130768	0.024732	0.128011	0.084061
0.107200	-2037.820463	-1728.783003	3766.603467	309.037460	5804.423930	-1.201040	-1.140987	1.608352	-0.576006	-0.694581	0.185776	0.223250	0.318389	-0.006980
0.107800	-2037.556050	-1728.687185	3766.243236	308.868865	5803.799286	-0.872556	-0.884725	-2.185108	-0.473924	-0.594233	-0.135168	0.397757	0.486530	-0.095342
0.108400	-2037.291617	-1728.591360	3765.882977	308.700257	5803.174594	-0.532548	-0.621246	0.618095	-0.316728	-0.444833	0.094823	0.537423	0.621456	0.133359
0.109000	-2037.027163	-1728.495527	3765.522690	308.531636	5802.549853	-0.208308	-0.363280	3.120889	-0.130580	-0.267462	0.003861	0.617764	0.703566	-0.186443
0.109600	-2036.762689	-1728.399687	3765.162375	308.363002	5801.925064	0.111815	-0.099858	-0.574209	0.072809	-0.073918	-0.084941	0.648443	0.737768	0.131300
0.110200	-2036.498194	-1728.303839	3764.802033	308.194355	5801.300226	0.430617	0.170961	2.192667	0.280143	0.122575	0.142003	0.609844	0.709974	-0.101779
0.110800	-2036.233678	-1728.207983	3764.441662	308.025695	5800.675340	0.727992	0.439840	-1.642545	0.461177	0.297139	-0.180113	0.517417	0.631424	-0.012945
0.111400	-2035.969143	-1728.112120	3764.081263	307.857022	5800.050405	1.025413	0.723242	1.067975	0.616906	0.446748	0.134734	0.374320	0.506047	0.074100
0.112000	-2035.704586	-1728.016249	3763.720836	307.688337	5799.425422	1.314117	1.012650	-2.555546	0.717009	0.547503	-0.101780	0.188193	0.341844	-0.153318
