#model:pLinear_down	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100600	-152.150455	-151.735364	303.885819	0.415092	456.036274	1.843715	1.843723	1.843973	0.791648	0.528146	0.147303	-0.221585	-0.147834	-0.041272
0.101200	-152.060455	-151.645364	303.705818	0.415091	455.766273	2.116473	2.116488	2.116970	0.702687	0.468794	0.130734	-0.426652	-0.284649	-0.079467
0.101800	-151.970454	-151.555364	303.525818	0.415091	455.496272	2.389070	2.389091	2.389769	0.561868	0.374844	0.104505	-0.600082	-0.400355	-0.111769
0.102400	-151.880454	-151.465364	303.345817	0.415090	455.226271	2.661507	2.661533	2.662356	0.379673	0.253290	0.070570	-0.729131	-0.486453	-0.135806
0.103000	-151.790453	-151.375364	303.165817	0.415090	454.956270	2.933783	2.933812	2.934721	0.169604	0.113138	0.031443	-0.804368	-0.536649	-0.149819
0.103600	-151.700453	-151.285364	302.985816	0.415089	454.686269	-3.077285	-3.077256	-3.076328	-0.052827	-0.035261	-0.009986	-0.820348	-0.547310	-0.152795
0.104200	-151.610452	-151.195364	302.805816	0.415089	454.416268	-2.805328	-2.805300	-2.804422	-0.271243	-0.180981	-0.050668	-0.776001	-0.517723	-0.144535
0.104800	-151.520452	-151.105364	302.625816	0.415088	454.146267	-2.533531	-2.533507	-2.532742	-0.469610	-0.313325	-0.087615	-0.674690	-0.450132	-0.125665
0.105400	-151.430451	-151.015364	302.445815	0.415088	453.876266	-2.261893	-2.261875	-2.261279	-0.633412	-0.422608	-0.118125	-0.523948	-0.349561	-0.097588
0.106000	-151.340451	-150.925364	302.265815	0.415087	453.606265	-1.990417	-1.990405	-1.990021	-0.750710	-0.500865	-0.139972	-0.334905	-0.223438	-0.062378
0.106600	-151.250450	-150.835364	302.085814	0.415087	453.336264	-1.719101	-1.719097	-1.718953	-0.813000	-0.542424	-0.151574	-0.121464	-0.081037	-0.022623
0.107200	-151.160450	-150.745364	301.905814	0.415086	453.066263	-1.447947	-1.447951	-1.448057	-0.815828	-0.544311	-0.152101	0.100731	0.067205	0.018763
0.107800	-151.070449	-150.655364	301.725813	0.415086	452.796262	-1.176956	-1.176967	-1.177315	-0.759093	-0.506458	-0.141534	0.315442	0.210453	0.058755
0.108400	-150.980449	-150.565364	301.545813	0.415085	452.526262	-0.906127	-0.906145	-0.906710	-0.647036	-0.431697	-0.120662	0.507027	0.338272	0.094439
0.109000	-150.890448	-150.475364	301.365812	0.415085	452.256261	-0.635461	-0.635485	-0.636225	-0.487917	-0.325539	-0.091025	0.661571	0.441379	0.123224
0.109600	-150.800448	-150.385364	301.185812	0.415084	451.986260	-0.364960	-0.364987	-0.365849	-0.293396	-0.195760	-0.054794	0.767899	0.512317	0.143029
0.110200	-150.710447	-150.295364	301.005811	0.415084	451.716259	-0.094622	-0.094651	-0.095572	-0.077668	-0.051833	-0.014612	0.818369	0.545990	0.152429
0.110800	-150.620447	-150.205364	300.825811	0.415083	451.446258	0.175551	0.175522	0.174610	0.143572	0.095771	0.026595	0.809419	0.540018	0.150762
0.111400	-150.530446	-150.115364	300.645810	0.415083	451.176257	0.445560	0.445534	0.444696	0.354278	0.236347	0.065841	0.741802	0.494906	0.138168
0.112000	-150.440446	-150.025364	300.465810	0.415082	450.906256	0.715405	0.715383	0.714680	0.539212	0.359729	0.100287	0.620518	0.413990	0.115578
0.112600	-150.350445	-149.935364	300.285809	0.415082	450.636255	0.985086	0.985070	0.984553	0.685047	0.457026	0.127450	0.454433	0.303183	0.084643
0.113200	-150.260445	-149.845364	300.105809	0.415081	450.366254	1.254604	1.254595	1.254302	0.781320	0.521256	0.145382	0.255623	0.170544	0.047613
0.113800	-150.170444	-149.755364	299.925808	0.415081	450.096253	1.523959	1.523958	1.523909	0.821173	0.547844	0.152805	0.038489	0.025679	0.007170
0.114400	-150.080444	-149.665364	299.745808	0.415080	449.826252	1.793153	1.793159	1.793358	0.801835	0.534943	0.149203	-0.181291	-0.120951	-0.033766
0.115000	-149.990443	-149.575364	299.565807	0.415080	449.556251	2.062184	2.062198	2.062631	0.724803	0.483549	0.134855	-0.387895	-0.258791	-0.072248
0.115600	-149.900443	-149.485364	299.385807	0.415079	449.286250	2.331055	2.331075	2.331711	0.595718	0.397428	0.110811	-0.566494	-0.377947	-0.105514
0.116200	-149.810442	-149.395364	299.205806	0.415079	449.016249	2.599765	2.599790	2.600583	0.423940	0.282823	0.078816	-0.704316	-0.469897	-0.131185
0.116800	-149.720442	-149.305364	299.025806	0.415078	448.746248	2.868315	2.868344	2.869236	0.221863	0.148004	0.041177	-0.791551	-0.528097	-0.147433
0.117400	-149.630441	-149.215364	298.845805	0.415078	448.476247	3.136706	3.136735	3.137664	0.004017	0.002664	0.000601	-0.822039	-0.548438	-0.153112
0.118000	-149.540441	-149.125364	298.665805	0.415077	448.206246	-2.878249	-2.878221	-2.877321	-0.213986	-0.142781	-0.040004	-0.793702	-0.529533	-0.147834
0.118600	-149.450440	-149.035364	298.485804	0.415077	447.936245	-2.610178	-2.610153	-2.609347	-0.416569	-0.277938	-0.077737	-0.708670	-0.472802	-0.131995
0.119200	-149.360440	-148.945364	298.305804	0.415076	447.666244	-2.342268	-2.342247	-2.341592	-0.589302	-0.393179	-0.109910	-0.573112	-0.382362	-0.106746
0.119800	-149.270439	-148.855364	298.125803	0.415076	447.396243	-2.074518	-2.074503	-2.074045	-0.719924	-0.480327	-0.134240	-0.396782	-0.264720	-0.073903
0.120400	-149.180439	-148.765364	297.945803	0.415075	447.126242	-1.806928	-1.806921	-1.806693	-0.799213	-0.533225	-0.149008	-0.192307	-0.128301	-0.035817
0.121000	-149.090438	-148.675364	297.765802	0.415075	446.856241	-1.539501	-1.539501	-1.539518	-0.821621	-0.548175	-0.153182	0.025722	0.017161	0.004793
0.121600	-149.000438	-148.585364	297.585802	0.415074	446.586240	-1.272235	-1.272243	-1.272503	-0.785658	-0.524182	-0.146484	0.241795	0.161318	0.045039
0.122200	-148.910437	-148.495364	297.405801	0.415074	446.316239	-1.005132	-1.005147	-1.005632	-0.693982	-0.463019	-0.129408	0.440587	0.293946	0.082066
0.122800	-148.820437	-148.405364	297.225801	0.415073	446.046238	-0.738192	-0.738213	-0.738889	-0.553187	-0.369085	-0.103183	0.608045	0.405669	0.113257
0.123400	-148.730436	-148.315364	297.045800	0.415073	445.776237	-0.471416	-0.471442	-0.472260	-0.373326	-0.249087	-0.069682	0.732374	0.488617	0.136415
0.124000	-148.640436	-148.225364	296.865800	0.415072	445.506235	-0.204803	-0.204832	-0.205735	-0.167183	-0.111555	-0.031286	0.804863	0.536979	0.149917
0.124600	-148.550435	-148.135364	296.685799	0.415072	445.236234	0.061645	0.061616	0.060692	0.050643	0.033772	0.009287	0.820489	0.547404	0.152827
0.125200	-148.460435	-148.045364	296.505799	0.415071	444.966233	0.327929	0.327901	0.327022	0.264770	0.176630	0.049170	0.778250	0.519224	0.144960
