#model:pLinear_down	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100067	-479.891995	-310.275995	790.167990	169.616000	1270.059985	1.601129	1.602015	1.630133	0.821685	0.548178	0.152766	-0.024931	-0.017119	-0.009075
0.100133	-479.876178	-310.265990	790.142168	169.610188	1270.018346	1.631459	1.633231	1.689418	0.820516	0.547375	0.152154	-0.049836	-0.034220	-0.018134
0.100200	-479.860361	-310.255985	790.116345	169.604376	1269.976706	1.661789	1.664444	1.748601	0.818568	0.546038	0.151135	-0.074690	-0.051285	-0.027159
0.100267	-479.844543	-310.245980	790.090523	169.598563	1269.935065	1.692116	1.695654	1.807634	0.815845	0.544168	0.149709	-0.099467	-0.068299	-0.036135
0.100333	-479.828725	-310.235975	790.064699	169.592750	1269.893424	1.722444	1.726859	1.866469	0.812349	0.541768	0.147881	-0.124144	-0.085243	-0.045045
0.100400	-479.812906	-310.225969	790.038876	169.586937	1269.851782	1.752770	1.758060	1.925062	0.808084	0.538840	0.145652	-0.148695	-0.102102	-0.053872
0.100467	-479.797088	-310.215964	790.013052	169.581124	1269.810140	1.783096	1.789256	1.983368	0.803055	0.535386	0.143027	-0.173096	-0.118857	-0.062602
0.100533	-479.781269	-310.205959	789.987228	169.575310	1269.768496	1.813422	1.820446	2.041350	0.797266	0.531411	0.140008	-0.197324	-0.135493	-0.071217
0.100600	-479.765449	-310.195954	789.961403	169.569496	1269.726853	1.843747	1.851630	2.098968	0.790724	0.526919	0.136601	-0.221354	-0.151994	-0.079702
0.100667	-479.749630	-310.185949	789.935578	169.563681	1269.685208	1.874074	1.882808	2.156189	0.783436	0.521915	0.132811	-0.245161	-0.168342	-0.088041
0.100733	-479.733810	-310.175943	789.909753	169.557866	1269.643563	1.904401	1.913978	2.212983	0.775409	0.516404	0.128644	-0.268723	-0.184522	-0.096219
0.100800	-479.717989	-310.165938	789.883927	169.552051	1269.601917	1.934728	1.945140	2.269321	0.766652	0.510391	0.124106	-0.292017	-0.200517	-0.104221
0.100867	-479.702169	-310.155933	789.858102	169.546236	1269.560270	1.965057	1.976295	2.325181	0.757175	0.503883	0.119205	-0.315018	-0.216312	-0.112031
0.100933	-479.686348	-310.145928	789.832275	169.540420	1269.518623	1.995387	2.007441	2.380540	0.746986	0.496887	0.113948	-0.337705	-0.231891	-0.119636
0.101000	-479.670526	-310.135922	789.806449	169.534604	1269.476975	2.025719	2.038578	2.435383	0.736097	0.489410	0.108343	-0.360055	-0.247239	-0.127020
0.101067	-479.654705	-310.125917	789.780622	169.528788	1269.435327	2.056053	2.069705	2.489695	0.724518	0.481460	0.102399	-0.382046	-0.262341	-0.134170
0.101133	-479.638883	-310.115912	789.754795	169.522971	1269.393678	2.086389	2.100822	2.543466	0.712263	0.473045	0.096125	-0.403657	-0.277181	-0.141072
0.101200	-479.623061	-310.105907	789.728967	169.517154	1269.352028	2.116727	2.131929	2.596687	0.699344	0.464173	0.089531	-0.424866	-0.291746	-0.147713
0.101267	-479.607238	-310.095902	789.703140	169.511336	1269.310377	2.147068	2.163025	2.649353	0.685773	0.454855	0.082628	-0.445652	-0.306021	-0.154079
0.101333	-479.591415	-310.085896	789.677311	169.505518	1269.268726	2.177412	2.194110	2.701462	0.671566	0.445099	0.075425	-0.465995	-0.319992	-0.160158
0.101400	-479.575592	-310.075891	789.651483	169.499700	1269.227075	2.207759	2.225182	2.753013	0.656737	0.434916	0.067934	-0.485876	-0.333645	-0.165938
0.101467	-479.559768	-310.065886	789.625654	169.493882	1269.185422	2.238109	2.256243	2.804007	0.641301	0.424316	0.060167	-0.505274	-0.346968	-0.171406
0.101533	-479.543944	-310.055881	789.599825	169.488063	1269.143769	2.268462	2.287291	2.854449	0.625274	0.413311	0.052137	-0.524172	-0.359946	-0.176552
0.101600	-479.528120	-310.045876	789.573995	169.482244	1269.102115	2.298820	2.318327	2.904344	0.608673	0.401911	0.043855	-0.542550	-0.372569	-0.181365
0.101667	-479.512295	-310.035870	789.548166	169.476425	1269.060461	2.329181	2.349348	2.953697	0.591515	0.390128	0.035334	-0.560391	-0.384823	-0.185834
0.101733	-479.496470	-310.025865	789.522335	169.470605	1269.018806	2.359547	2.380357	3.002518	0.573818	0.377975	0.026589	-0.577678	-0.396696	-0.189950
