#model:pLinear_down	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100018	-16489.433750	-15374.388588	31863.822337	1115.045162	48353.256087	1.579049	1.603226	2.369526	0.821962	0.548156	0.107036	-0.006784	-0.017783	-0.109928
0.100036	-16489.428101	-15374.381615	31863.809717	1115.046486	48353.237818	1.587199	1.635555	-3.119139	0.821661	0.547311	-0.003470	-0.013479	-0.035493	-0.154502
0.100055	-16489.422453	-15374.374643	31863.797096	1115.047810	48353.219550	1.595201	1.667733	-2.330536	0.821258	0.545971	-0.112857	-0.020046	-0.053091	-0.107209
0.100073	-16489.416805	-15374.367671	31863.784476	1115.049134	48353.201281	1.603096	1.699791	-1.546114	0.820840	0.544197	-0.156107	-0.026522	-0.070590	0.003854
0.100091	-16489.411157	-15374.360699	31863.771856	1115.050458	48353.183013	1.610985	1.731816	-0.761908	0.820442	0.542014	-0.107513	-0.032991	-0.088037	0.112686
0.100109	-16489.405509	-15374.353727	31863.759235	1115.051782	48353.164744	1.618972	1.763906	0.026156	0.820025	0.539396	0.004045	-0.039536	-0.105477	0.154614
0.100127	-16489.399861	-15374.346755	31863.746615	1115.053106	48353.146476	1.627098	1.796109	0.820080	0.819502	0.536286	0.112259	-0.046188	-0.122919	0.104731
0.100145	-16489.394213	-15374.339782	31863.733995	1115.054430	48353.128207	1.635322	1.828398	1.618526	0.818788	0.532628	0.152811	-0.052906	-0.140323	-0.007299
0.100164	-16489.388564	-15374.332810	31863.721374	1115.055754	48353.109939	1.643540	1.860682	2.417430	0.817851	0.528401	0.101600	-0.059599	-0.157616	-0.114872
0.100182	-16489.382916	-15374.325838	31863.708754	1115.057079	48353.091671	1.651649	1.892853	-3.070739	0.816732	0.523636	-0.010932	-0.066179	-0.174724	-0.154034
0.100200	-16489.377268	-15374.318865	31863.696134	1115.058403	48353.073402	1.659602	1.924847	-2.281573	0.815520	0.518399	-0.117895	-0.072614	-0.191614	-0.101493
0.100218	-16489.371620	-15374.311893	31863.683513	1115.059727	48353.055134	1.667438	1.956671	-1.496848	0.814302	0.512752	-0.155707	-0.078941	-0.208301	0.011535
0.100236	-16489.365972	-15374.304921	31863.670893	1115.061052	48353.036865	1.675259	1.988403	-0.712755	0.813106	0.506718	-0.101890	-0.085249	-0.224833	0.117883
0.100255	-16489.360324	-15374.297948	31863.658273	1115.062376	48353.018597	1.683167	2.020142	0.074837	0.811892	0.500274	0.011573	-0.091619	-0.241256	0.154353
0.100273	-16489.354677	-15374.290976	31863.645652	1115.063701	48353.000329	1.691208	2.051955	0.868174	0.810571	0.493362	0.117245	-0.098077	-0.257577	0.099281
0.100291	-16489.349029	-15374.284003	31863.633032	1115.065025	48352.982061	1.699341	2.083836	1.666254	0.809061	0.485931	0.152321	-0.104577	-0.273752	-0.014585
0.100309	-16489.343381	-15374.277031	31863.620412	1115.066350	48352.963792	1.707463	2.115708	2.465227	0.807334	0.477968	0.095959	-0.111028	-0.289709	-0.119550
0.100327	-16489.337733	-15374.270058	31863.607791	1115.067674	48352.945524	1.715468	2.147466	-3.022477	0.805437	0.469508	-0.018337	-0.117344	-0.305377	-0.153211
0.100345	-16489.332085	-15374.263086	31863.595171	1115.068999	48352.927256	1.723309	2.179030	-2.232724	0.803459	0.460620	-0.122623	-0.123497	-0.320726	-0.095547
0.100364	-16489.326437	-15374.256113	31863.582550	1115.070324	48352.908988	1.731023	2.210388	-1.447607	0.801486	0.451367	-0.154907	-0.129530	-0.335776	0.019180
0.100382	-16489.320789	-15374.249141	31863.569930	1115.071649	48352.890719	1.738711	2.241602	-0.663520	0.799544	0.441774	-0.095994	-0.135531	-0.350577	0.122792
0.100400	-16489.315142	-15374.242168	31863.557310	1115.072973	48352.872451	1.746478	2.272771	0.123667	0.797587	0.431816	0.019107	-0.141581	-0.365174	0.153715
0.100418	-16489.309494	-15374.235195	31863.544689	1115.074298	48352.854183	1.754370	2.303976	0.916410	0.795526	0.421438	0.121988	-0.147701	-0.379572	0.093583
0.100436	-16489.303846	-15374.228223	31863.532069	1115.075623	48352.835915	1.762349	2.335230	1.714038	0.793281	0.410592	0.151505	-0.153841	-0.393727	-0.021852
0.100455	-16489.298198	-15374.221250	31863.519448	1115.076948	48352.817647	1.770312	2.366477	2.512968	0.790831	0.399270	0.090122	-0.159910	-0.407567	-0.123963
0.100473	-16489.292551	-15374.214277	31863.506828	1115.078273	48352.799379	1.778150	2.397616	-2.974349	0.788224	0.387514	-0.025668	-0.165825	-0.421024	-0.152045
0.100491	-16489.286903	-15374.207305	31863.494208	1115.079598	48352.781110	1.785814	2.428557	-2.184010	0.785555	0.375396	-0.127034	-0.171560	-0.434073	-0.089395
0.100509	-16489.281255	-15374.200332	31863.481587	1115.080923	48352.762842	1.793340	2.459271	-1.398432	0.782904	0.362979	-0.153715	-0.177165	-0.446739	0.026761
0.100527	-16489.275608	-15374.193359	31863.468967	1115.082248	48352.744574	1.800830	2.489802	-0.614250	0.780295	0.350288	-0.089845	-0.182728	-0.459073	0.127392
0.100545	-16489.269960	-15374.186386	31863.456346	1115.083574	48352.726306	1.808390	2.520245	0.172611	0.777678	0.337297	0.026622	-0.188328	-0.471121	0.152697
0.100564	-16489.264312	-15374.179414	31863.443726	1115.084899	48352.708038	1.816069	2.550688	0.964774	0.774963	0.323954	0.126469	-0.193983	-0.482888	0.087645
0.100582	-16489.258665	-15374.172441	31863.431105	1115.086224	48352.689770	1.823829	2.581166	1.761886	0.772074	0.310213	0.150358	-0.199639	-0.494328	-0.029087
0.100600	-16489.253017	-15374.165468	31863.418485	1115.087549	48352.671502	1.831567	2.611641	2.560668	0.768993	0.296072	0.084099	-0.205204	-0.505370	-0.128104
0.100618	-16489.247370	-15374.158495	31863.405864	1115.088875	48352.653234	1.839173	2.642022	-2.926345	0.765775	0.281578	-0.032914	-0.210596	-0.515951	-0.150543
0.100636	-16489.241722	-15374.151522	31863.393244	1115.090200	48352.634966	1.846593	2.672214	-2.135431	0.762513	0.266805	-0.131120	-0.215798	-0.526051	-0.083055
0.100655	-16489.236075	-15374.144549	31863.380624	1115.091525	48352.616698	1.853864	2.702171	-1.349328	0.759287	0.251817	-0.152137	-0.220861	-0.535698	0.034255
0.100673	-16489.230427	-15374.137576	31863.368003	1115.092851	48352.598430	1.861088	2.731922	-0.564948	0.756116	0.236638	-0.083460	-0.225875	-0.544948	0.131669
0.100691	-16489.224780	-15374.130603	31863.355383	1115.094177	48352.580162	1.868374	2.761550	0.221677	0.752948	0.221241	0.034099	-0.230917	-0.553847	0.151295
0.100709	-16489.219132	-15374.123630	31863.342762	1115.095502	48352.561894	1.875773	2.791150	1.013287	0.749690	0.205574	0.130677	-0.236001	-0.562399	0.081475
0.100727	-16489.213485	-15374.116657	31863.330142	1115.096828	48352.543626	1.883247	2.820772	1.809831	0.746271	0.189596	0.148880	-0.241070	-0.570558	-0.036281
0.100745	-16489.207837	-15374.109684	31863.317521	1115.098153	48352.525358	1.890692	2.850399	2.608358	0.742677	0.173311	0.077900	-0.246030	-0.578255	-0.131973
0.100764	-16489.202190	-15374.102711	31863.304901	1115.099479	48352.507091	1.897996	2.879950	-2.878449	0.738966	0.156767	-0.040062	-0.250804	-0.585431	-0.148715
0.100782	-16489.196543	-15374.095738	31863.292280	1115.100805	48352.488823	1.905103	2.909332	-2.086995	0.735234	0.140042	-0.134880	-0.255379	-0.592071	-0.076548
0.100800	-16489.190895	-15374.088764	31863.279660	1115.102131	48352.470555	1.912049	2.938484	-1.300325	0.731558	0.123200	-0.150182	-0.259811	-0.598210	0.041640
0.100818	-16489.185248	-15374.081791	31863.267039	1115.103457	48352.452287	1.918937	2.967418	-0.515653	0.727951	0.106262	-0.076863	-0.264190	-0.603906	0.135607
0.100836	-16489.179601	-15374.074818	31863.254419	1115.104782	48352.434019	1.925879	2.996205	0.270834	0.724359	0.089200	0.041511	-0.268592	-0.609205	0.149507
0.100855	-16489.173953	-15374.067845	31863.241798	1115.106108	48352.415751	1.932928	3.024941	1.061938	0.720689	0.071964	0.134592	-0.273025	-0.614111	0.075084
0.100873	-16489.168306	-15374.060872	31863.229178	1115.107434	48352.397484	1.940047	3.053690	1.857880	0.716872	0.054515	0.147066	-0.277430	-0.618580	-0.043420
0.100891	-16489.162659	-15374.053898	31863.216557	1115.108760	48352.379216	1.947129	3.082451	2.656057	0.712900	0.036861	0.071531	-0.281714	-0.622543	-0.135561
0.100909	-16489.157011	-15374.046925	31863.203937	1115.110086	48352.360948	1.954060	3.111160	-2.830645	0.708833	0.019055	-0.047103	-0.285803	-0.625946	-0.146567
0.100927	-16489.151364	-15374.039952	31863.191316	1115.111413	48352.342680	1.960782	3.139724	-2.038700	0.704769	0.001175	-0.138309	-0.289687	-0.628782	-0.069892
0.100945	-16489.145717	-15374.032978	31863.178695	1115.112739	48352.324413	1.967330	-3.115112	-1.251433	0.700781	-0.016716	-0.147863	-0.293426	-0.631089	0.048896
0.100964	-16489.140070	-15374.026005	31863.166075	1115.114065	48352.306145	1.973809	-3.086982	-0.466378	0.696880	-0.034599	-0.070073	-0.297114	-0.632929	0.139194
0.100982	-16489.134423	-15374.019032	31863.153454	1115.115391	48352.287877	1.980335	-3.059013	0.320072	0.693006	-0.052503	0.048837	-0.300822	-0.634350	0.147334
0.101000	-16489.128776	-15374.012058	31863.140834	1115.116718	48352.269610	1.986962	-3.031114	1.110729	0.689068	-0.070480	0.138200	-0.304555	-0.635354	0.068483
0.101018	-16489.123129	-15374.005085	31863.128213	1115.118044	48352.251342	1.993653	-3.003210	1.906054	0.684998	-0.088563	0.144915	-0.308251	-0.635898	-0.050490
0.101036	-16489.117481	-15373.998111	31863.115593	1115.119370	48352.233074	2.000300	-2.975284	2.703792	0.680793	-0.106744	0.065002	-0.311817	-0.635916	-0.138864
0.101055	-16489.111834	-15373.991138	31863.102972	1115.120697	48352.214807	2.006784	-2.947388	-2.782913	0.676518	-0.124964	-0.054026	-0.315182	-0.635360	-0.144109
0.101073	-16489.106187	-15373.984164	31863.090352	1115.122023	48352.196539	2.013046	-2.919609	-1.990542	0.672270	-0.143147	-0.141407	-0.318341	-0.634226	-0.063105
0.101091	-16489.100540	-15373.977191	31863.077731	1115.123350	48352.178271	2.019122	-2.892022	-1.202666	0.668119	-0.161230	-0.145191	-0.321360	-0.632561	0.056002
0.101109	-16489.094893	-15373.970217	31863.065110	1115.124676	48352.160004	2.025119	-2.864649	-0.417151	0.664072	-0.179198	-0.063114	-0.324331	-0.630428	0.142419
0.101127	-16489.089246	-15373.963243	31863.052490	1115.126003	48352.141736	2.031155	-2.837444	0.369366	0.660066	-0.197082	0.056050	-0.327324	-0.627876	0.144781
0.101145	-16489.083599	-15373.956270	31863.039869	1115.127330	48352.123469	2.037288	-2.810322	1.159652	0.656009	-0.214934	0.141485	-0.330340	-0.624907	0.061686
0.101164	-16489.077952	-15373.949296	31863.027249	1115.128656	48352.105201	2.043479	-2.783202	1.954361	0.651836	-0.232785	0.142423	-0.333313	-0.621479	-0.057475
0.101182	-16489.072306	-15373.942323	31863.014628	1115.129983	48352.086934	2.049617	-2.756054	2.751587	0.647549	-0.250623	0.058319	-0.336151	-0.617528	-0.141875
0.101200	-16489.066659	-15373.935349	31863.002007	1115.131310	48352.068666	2.055581	-2.728913	-2.735230	0.643217	-0.268390	-0.060823	-0.338787	-0.613013	-0.141347
0.101218	-16489.061012	-15373.928375	31862.989387	1115.132637	48352.050399	2.061309	-2.701859	-1.942513	0.638935	-0.286006	-0.144175	-0.341221	-0.607935	-0.056205
0.101236	-16489.055365	-15373.921401	31862.976766	1115.133964	48352.032131	2.066838	-2.674972	-1.154035	0.634772	-0.303414	-0.142180	-0.343522	-0.602345	0.062942
0.101255	-16489.049718	-15373.914428	31862.964146	1115.135291	48352.013864	2.072279	-2.648286	-0.367993	0.630729	-0.320602	-0.056012	-0.345785	-0.596310	0.145275
