#model:pLinear_down	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100014	-162309.092307	-149953.609311	312262.701619	12355.482996	474571.793926	1.577131	1.767067	1.504714	0.821906	0.538139	0.152639	-0.005206	-0.106998	0.010101
0.100029	-162309.088600	-149953.602915	312262.691515	12355.485685	474571.780114	1.583398	1.963176	1.438637	0.821406	0.507598	0.151644	-0.010351	-0.210064	0.020159
0.100043	-162309.084892	-149953.596519	312262.681411	12355.488373	474571.766303	1.589531	2.158970	1.372572	0.820591	0.457945	0.149992	-0.015376	-0.305409	0.030128
0.100057	-162309.081184	-149953.590122	312262.671307	12355.491062	474571.752491	1.595470	2.354307	1.306523	0.819491	0.391002	0.147688	-0.020224	-0.389529	0.039965
0.100071	-162309.077477	-149953.583726	312262.661203	12355.493751	474571.738679	1.601159	2.549067	1.240495	0.818144	0.309231	0.144743	-0.024848	-0.459331	0.049627
0.100086	-162309.073769	-149953.577329	312262.651099	12355.496440	474571.724868	1.606550	2.743153	1.174490	0.816597	0.215634	0.141170	-0.029209	-0.512249	0.059072
0.100100	-162309.070062	-149953.570933	312262.640995	12355.499129	474571.711056	1.611606	2.936496	1.108508	0.814903	0.113650	0.136983	-0.033275	-0.546338	0.068259
0.100114	-162309.066354	-149953.564537	312262.630891	12355.501817	474571.697244	1.616301	3.129056	1.042550	0.813122	0.007025	0.132200	-0.037026	-0.560343	0.077147
0.100129	-162309.062646	-149953.558140	312262.620786	12355.504506	474571.683433	1.620619	-2.962364	0.976613	0.811314	-0.100324	0.126842	-0.040455	-0.553747	0.085698
0.100143	-162309.058939	-149953.551744	312262.610682	12355.507195	474571.669621	1.624560	-2.771378	0.910695	0.809540	-0.204453	0.120932	-0.043566	-0.526791	0.093875
0.100157	-162309.055231	-149953.545347	312262.600578	12355.509884	474571.655810	1.628135	-2.581128	0.844791	0.807861	-0.301537	0.114495	-0.046373	-0.480463	0.101643
0.100171	-162309.051524	-149953.538951	312262.590474	12355.512573	474571.641998	1.631371	-2.391548	0.778896	0.806333	-0.388010	0.107559	-0.048903	-0.416463	0.108967
0.100186	-162309.047816	-149953.532554	312262.580370	12355.515261	474571.628186	1.634305	-2.202551	0.713004	0.805005	-0.460695	0.100154	-0.051193	-0.337139	0.115816
0.100200	-162309.044108	-149953.526158	312262.570266	12355.517950	474571.614375	1.636986	-2.014033	0.647111	0.803918	-0.516922	0.092311	-0.053289	-0.245404	0.122161
0.100214	-162309.040401	-149953.519762	312262.560162	12355.520639	474571.600563	1.639474	-1.825879	0.581210	0.803105	-0.554626	0.084066	-0.055242	-0.144626	0.127973
0.100229	-162309.036693	-149953.513365	312262.550058	12355.523328	474571.586751	1.641835	-1.637960	0.515298	0.802588	-0.572420	0.075452	-0.057111	-0.038504	0.133229
0.100243	-162309.032985	-149953.506969	312262.539954	12355.526017	474571.572940	1.644142	-1.450143	0.449370	0.802377	-0.569653	0.066509	-0.058956	0.069066	0.137906
0.100257	-162309.029278	-149953.500572	312262.529850	12355.528706	474571.559128	1.646467	-1.262294	0.383423	0.802470	-0.546424	0.057274	-0.060840	0.174133	0.141984
0.100271	-162309.025570	-149953.494176	312262.519746	12355.531394	474571.545317	1.648885	-1.074276	0.317458	0.802854	-0.503587	0.047789	-0.062821	0.272840	0.145444
0.100286	-162309.021863	-149953.487780	312262.509642	12355.534083	474571.531505	1.651464	-0.885959	0.251473	0.803504	-0.442716	0.038093	-0.064958	0.361564	0.148274
0.100300	-162309.018155	-149953.481383	312262.499538	12355.536772	474571.517693	1.654267	-0.697220	0.185472	0.804386	-0.366047	0.028230	-0.067299	0.437046	0.150459
0.100314	-162309.014447	-149953.474987	312262.489434	12355.539461	474571.503882	1.657350	-0.507948	0.119457	0.805455	-0.276395	0.018243	-0.069890	0.496517	0.151992
0.100329	-162309.010740	-149953.468590	312262.479330	12355.542150	474571.490070	1.660756	-0.318047	0.053433	0.806660	-0.177054	0.008176	-0.072763	0.537794	0.152866
0.100343	-162309.007032	-149953.462194	312262.469226	12355.544839	474571.476258	1.664516	-0.127441	-0.012595	0.807944	-0.071674	-0.001928	-0.075943	0.559362	0.153077
0.100357	-162309.003325	-149953.455797	312262.459122	12355.547527	474571.462447	1.668649	0.063927	-0.078623	0.809247	0.035876	-0.012024	-0.079441	0.560431	0.152624
0.100371	-162308.999617	-149953.449401	312262.449018	12355.550216	474571.448635	1.673161	0.256087	-0.144643	0.810507	0.141644	-0.022069	-0.083258	0.540964	0.151509
0.100386	-162308.995910	-149953.443004	312262.438914	12355.552905	474571.434823	1.678043	0.449041	-0.210650	0.811663	0.241745	-0.032017	-0.087383	0.501678	0.149737
0.100400	-162308.992202	-149953.436608	312262.428810	12355.555594	474571.421012	1.683275	0.642764	-0.276641	0.812657	0.332503	-0.041826	-0.091794	0.444018	0.147316
0.100414	-162308.988494	-149953.430212	312262.418706	12355.558283	474571.407200	1.688824	0.837201	-0.342610	0.813439	0.410583	-0.051453	-0.096456	0.370105	0.144256
0.100429	-162308.984787	-149953.423815	312262.408602	12355.560972	474571.393389	1.694647	1.032269	-0.408555	0.813962	0.473118	-0.060855	-0.101328	0.282655	0.140570
0.100443	-162308.981079	-149953.417419	312262.398498	12355.563660	474571.379577	1.700692	1.227857	-0.474475	0.814192	0.517811	-0.069991	-0.106359	0.184883	0.136273
0.100457	-162308.977372	-149953.411022	312262.388394	12355.566349	474571.365765	1.706902	1.423834	-0.540369	0.814102	0.543020	-0.078822	-0.111493	0.080383	0.131385
0.100471	-162308.973664	-149953.404626	312262.378290	12355.569038	474571.351954	1.713212	1.620053	-0.606241	0.813678	0.547819	-0.087309	-0.116670	-0.027005	0.125926
0.100486	-162308.969956	-149953.398229	312262.368186	12355.571727	474571.338142	1.719555	1.816352	-0.672092	0.812918	0.532033	-0.095415	-0.121829	-0.133335	0.119919
0.100500	-162308.966249	-149953.391833	312262.358082	12355.574416	474571.324330	1.725864	2.012569	-0.737928	0.811830	0.496241	-0.103106	-0.126907	-0.234697	0.113391
0.100514	-162308.962541	-149953.385436	312262.347978	12355.577105	474571.310519	1.732071	2.208545	-0.803752	0.810435	0.441759	-0.110347	-0.131848	-0.327366	0.106369
0.100529	-162308.958834	-149953.379040	312262.337874	12355.579794	474571.296707	1.738113	2.404131	-0.869572	0.808765	0.370589	-0.117107	-0.136597	-0.407937	0.098883
0.100543	-162308.955126	-149953.372644	312262.327770	12355.582482	474571.282896	1.743931	2.599195	-0.935392	0.806859	0.285344	-0.123357	-0.141108	-0.473448	0.090967
0.100557	-162308.951418	-149953.366247	312262.317666	12355.585171	474571.269084	1.749474	2.793627	-1.001219	0.804768	0.189157	-0.129071	-0.145344	-0.521490	0.082654
0.100571	-162308.947711	-149953.359851	312262.307562	12355.587860	474571.255272	1.754700	2.987344	-1.067058	0.802546	0.085562	-0.134224	-0.149277	-0.550296	0.073980
0.100586	-162308.944003	-149953.353454	312262.297457	12355.590549	474571.241461	1.759575	-3.102894	-1.132914	0.800253	-0.021636	-0.138793	-0.152891	-0.558807	0.064982
