#model:pLinear_down	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100129	-202.657604	-167.516318	370.173922	35.141286	572.831527	1.629293	1.629464	1.634885	0.820664	0.547502	0.152681	-0.048061	-0.032157	-0.009798
0.100257	-202.637667	-167.497033	370.134699	35.140634	572.772366	1.687782	1.688123	1.698945	0.816439	0.544675	0.151812	-0.095950	-0.064200	-0.019562
0.100386	-202.617729	-167.477747	370.095476	35.139983	572.713205	1.746265	1.746776	1.762958	0.809413	0.539974	0.150368	-0.143503	-0.096017	-0.029256
0.100514	-202.597792	-167.458461	370.056253	35.139331	572.654045	1.804743	1.805421	1.826903	0.799613	0.533416	0.148354	-0.190556	-0.127501	-0.038848
0.100643	-202.577854	-167.439175	370.017029	35.138679	572.594883	1.863215	1.864058	1.890762	0.787073	0.525026	0.145777	-0.236948	-0.158541	-0.048303
0.100771	-202.557916	-167.419889	369.977806	35.138027	572.535722	1.921683	1.922688	1.954514	0.771838	0.514832	0.142645	-0.282519	-0.189033	-0.057590
0.100900	-202.537978	-167.400603	369.938582	35.137375	572.476560	1.980147	1.981311	2.018142	0.753960	0.502870	0.138971	-0.327113	-0.218871	-0.066676
0.101029	-202.518040	-167.381318	369.899358	35.136723	572.417398	2.038607	2.039926	2.081629	0.733503	0.489182	0.134766	-0.370577	-0.247952	-0.075530
0.101157	-202.498102	-167.362032	369.860134	35.136070	572.358236	2.097065	2.098534	2.144957	0.710537	0.473816	0.130046	-0.412762	-0.276179	-0.084121
0.101286	-202.478164	-167.342746	369.820910	35.135418	572.299073	2.155520	2.157134	2.208111	0.685143	0.456825	0.124827	-0.453524	-0.303452	-0.092419
0.101414	-202.458225	-167.323460	369.781685	35.134765	572.239911	2.213973	2.215727	2.271077	0.657409	0.438268	0.119127	-0.492723	-0.329680	-0.100396
0.101543	-202.438287	-167.304174	369.742461	35.134112	572.180748	2.272424	2.274312	2.333840	0.627430	0.418209	0.112965	-0.530225	-0.354773	-0.108024
0.101671	-202.418348	-167.284889	369.703236	35.133459	572.121584	2.330875	2.332890	2.396388	0.595311	0.396718	0.106363	-0.565903	-0.378645	-0.115277
0.101800	-202.398409	-167.265603	369.664012	35.132806	572.062421	2.389325	2.391461	2.458710	0.561162	0.373869	0.099345	-0.599634	-0.401215	-0.122129
0.101929	-202.378470	-167.246317	369.624787	35.132153	572.003257	2.447775	2.450024	2.520795	0.525102	0.349741	0.091933	-0.631303	-0.422405	-0.128557
0.102057	-202.358531	-167.227031	369.585562	35.131500	571.944093	2.506225	2.508580	2.582635	0.487255	0.324418	0.084154	-0.660804	-0.442144	-0.134539
0.102186	-202.338591	-167.207745	369.546337	35.130846	571.884928	2.564676	2.567129	2.644220	0.447752	0.297986	0.076035	-0.688034	-0.460364	-0.140055
0.102314	-202.318652	-167.188460	369.507112	35.130193	571.825764	2.623128	2.625670	2.705545	0.406728	0.270537	0.067604	-0.712902	-0.477003	-0.145084
0.102443	-202.298713	-167.169174	369.467886	35.129539	571.766599	2.681582	2.684204	2.766605	0.364326	0.242165	0.058889	-0.735324	-0.492006	-0.149610
0.102571	-202.278773	-167.149888	369.428661	35.128885	571.707434	2.740037	2.742731	2.827394	0.320690	0.212968	0.049920	-0.755224	-0.505321	-0.153618
0.102700	-202.258833	-167.130602	369.389435	35.128231	571.648268	2.798494	2.801251	2.887909	0.275970	0.183047	0.040729	-0.772534	-0.516903	-0.157093
0.102829	-202.238893	-167.111316	369.350209	35.127577	571.589102	2.856953	2.859763	2.948147	0.230321	0.152503	0.031348	-0.787196	-0.526713	-0.160023
0.102957	-202.218953	-167.092030	369.310983	35.126922	571.529936	2.915415	2.918268	3.008109	0.183899	0.121441	0.021807	-0.799162	-0.534720	-0.162398
0.103086	-202.199013	-167.072745	369.271757	35.126268	571.470770	2.973880	2.976767	3.067792	0.136863	0.089970	0.012141	-0.808390	-0.540894	-0.164210
0.103214	-202.179072	-167.053459	369.232531	35.125614	571.411604	3.032347	3.035258	3.127199	0.089375	0.058195	0.002382	-0.814851	-0.545218	-0.165453
0.103343	-202.159132	-167.034173	369.193305	35.124959	571.352437	3.090817	3.093742	-3.096856	0.041597	0.026226	-0.007437	-0.818524	-0.547675	-0.166122
0.103471	-202.139191	-167.014887	369.154078	35.124304	571.293270	-3.133895	-3.130965	-3.037999	-0.006308	-0.005827	-0.017281	-0.819397	-0.548259	-0.166216
0.103600	-202.119250	-166.995601	369.114852	35.123649	571.234102	-3.075418	-3.072495	-2.979412	-0.054175	-0.037855	-0.027117	-0.817468	-0.546969	-0.165733
0.103729	-202.099310	-166.976316	369.075625	35.122994	571.174935	-3.016938	-3.014031	-2.921093	-0.101840	-0.069748	-0.036911	-0.812746	-0.543809	-0.164675
0.103857	-202.079369	-166.957030	369.036398	35.122339	571.115767	-2.958455	-2.955574	-2.863035	-0.149142	-0.101397	-0.046630	-0.805246	-0.538791	-0.163045
0.103986	-202.059427	-166.937744	368.997171	35.121683	571.056599	-2.899969	-2.897124	-2.805236	-0.195917	-0.132695	-0.056240	-0.794997	-0.531933	-0.160850
0.104114	-202.039486	-166.918458	368.957944	35.121028	570.997430	-2.841480	-2.838680	-2.747688	-0.242008	-0.163535	-0.065709	-0.782033	-0.523259	-0.158097
0.104243	-202.019545	-166.899172	368.918717	35.120372	570.938262	-2.782988	-2.780242	-2.690387	-0.287255	-0.193810	-0.075004	-0.766401	-0.512800	-0.154794
0.104371	-201.999603	-166.879887	368.879490	35.119717	570.879093	-2.724493	-2.721812	-2.633326	-0.331507	-0.223419	-0.084094	-0.748156	-0.500591	-0.150954
0.104500	-201.979661	-166.860601	368.840262	35.119061	570.819923	-2.665995	-2.663387	-2.576497	-0.374610	-0.252260	-0.092948	-0.727359	-0.486676	-0.146589
0.104629	-201.959720	-166.841315	368.801034	35.118405	570.760754	-2.607494	-2.604969	-2.519894	-0.416420	-0.280235	-0.101534	-0.704083	-0.471102	-0.141713
0.104757	-201.939778	-166.822029	368.761807	35.117748	570.701584	-2.548991	-2.546557	-2.463509	-0.456793	-0.307249	-0.109825	-0.678410	-0.453924	-0.136345
0.104886	-201.919835	-166.802743	368.722579	35.117092	570.642414	-2.490486	-2.488151	-2.407335	-0.495593	-0.333210	-0.117792	-0.650426	-0.435200	-0.130501
0.105014	-201.899893	-166.783457	368.683351	35.116436	570.583244	-2.431979	-2.429752	-2.351363	-0.532688	-0.358031	-0.125407	-0.620229	-0.414995	-0.124201
0.105143	-201.879951	-166.764172	368.644122	35.115779	570.524073	-2.373471	-2.371358	-2.295585	-0.567951	-0.381626	-0.132645	-0.587923	-0.393379	-0.117467
0.105271	-201.860008	-166.744886	368.604894	35.115122	570.464902	-2.314961	-2.312971	-2.239992	-0.601264	-0.403916	-0.139481	-0.553618	-0.370425	-0.110322
0.105400	-201.840066	-166.725600	368.565666	35.114466	570.405731	-2.256450	-2.254589	-2.184577	-0.632514	-0.424825	-0.145893	-0.517432	-0.346213	-0.102790
0.105529	-201.820123	-166.706314	368.526437	35.113809	570.346560	-2.197939	-2.196213	-2.129329	-0.661595	-0.444283	-0.151857	-0.479489	-0.320825	-0.094897
0.105657	-201.800180	-166.687028	368.487208	35.113152	570.287388	-2.139428	-2.137843	-2.074241	-0.688408	-0.462225	-0.157355	-0.439920	-0.294349	-0.086668
0.105786	-201.780237	-166.667743	368.447980	35.112494	570.228216	-2.080916	-2.079478	-2.019303	-0.712864	-0.478588	-0.162367	-0.398859	-0.266875	-0.078133
0.105914	-201.760294	-166.648457	368.408751	35.111837	570.169044	-2.022406	-2.021120	-1.964506	-0.734880	-0.493319	-0.166876	-0.356447	-0.238497	-0.069320
0.106043	-201.740350	-166.629171	368.369521	35.111179	570.109872	-1.963897	-1.962766	-1.909841	-0.754381	-0.506368	-0.170867	-0.312830	-0.209312	-0.060259
0.106171	-201.720407	-166.609885	368.330292	35.110522	570.050699	-1.905389	-1.904419	-1.855298	-0.771303	-0.517691	-0.174328	-0.268155	-0.179420	-0.050979
0.106300	-201.700463	-166.590599	368.291063	35.109864	569.991526	-1.846883	-1.846076	-1.800869	-0.785590	-0.527250	-0.177245	-0.222575	-0.148922	-0.041514
0.106429	-201.680520	-166.571314	368.251833	35.109206	569.932353	-1.788381	-1.787739	-1.746544	-0.797192	-0.535013	-0.179609	-0.176247	-0.117923	-0.031895
0.106557	-201.660576	-166.552028	368.212604	35.108548	569.873179	-1.729881	-1.729408	-1.692313	-0.806073	-0.540955	-0.181413	-0.129327	-0.086529	-0.022154
0.106686	-201.640632	-166.532742	368.173374	35.107890	569.814005	-1.671385	-1.671082	-1.638167	-0.812202	-0.545057	-0.182650	-0.081975	-0.054845	-0.012324
0.106814	-201.620688	-166.513456	368.134144	35.107232	569.754831	-1.612893	-1.612761	-1.584097	-0.815561	-0.547304	-0.183316	-0.034353	-0.022981	-0.002438
0.106943	-201.600743	-166.494170	368.094914	35.106573	569.695657	-1.554407	-1.554445	-1.530093	-0.816138	-0.547690	-0.183410	0.013377	0.008956	0.007470
0.107071	-201.580799	-166.474884	368.055683	35.105915	569.636482	-1.495925	-1.496135	-1.476145	-0.813933	-0.546215	-0.182930	0.061054	0.040857	0.017366
0.107200	-201.560854	-166.455599	368.016453	35.105256	569.577308	-1.437450	-1.437830	-1.422245	-0.808955	-0.542884	-0.181879	0.108515	0.072614	0.027219
0.107329	-201.540910	-166.436313	367.977223	35.104597	569.518132	-1.378981	-1.379530	-1.368383	-0.801221	-0.537709	-0.180260	0.155600	0.104118	0.036994
0.107457	-201.520965	-166.417027	367.937992	35.103938	569.458957	-1.320519	-1.321236	-1.314550	-0.790759	-0.530709	-0.178079	0.202147	0.135264	0.046658
0.107586	-201.501020	-166.397741	367.898761	35.103279	569.399781	-1.262065	-1.262946	-1.260735	-0.777605	-0.521908	-0.175344	0.248001	0.165945	0.056179
0.107714	-201.481075	-166.378455	367.859530	35.102620	569.340605	-1.203619	-1.204662	-1.206930	-0.761805	-0.511336	-0.172063	0.293005	0.196058	0.065526
0.107843	-201.461130	-166.359170	367.820299	35.101960	569.281429	-1.145182	-1.146383	-1.153124	-0.743413	-0.499030	-0.168248	0.337006	0.225500	0.074666
0.107971	-201.441184	-166.339884	367.781068	35.101301	569.222253	-1.086755	-1.088110	-1.099310	-0.722494	-0.485033	-0.163913	0.379857	0.254172	0.083569
0.108100	-201.421239	-166.320598	367.741837	35.100641	569.163076	-1.028337	-1.029842	-1.045476	-0.699118	-0.469392	-0.159071	0.421413	0.281977	0.092205
0.108229	-201.401293	-166.301312	367.702605	35.099981	569.103899	-0.969930	-0.971579	-0.991614	-0.673367	-0.452161	-0.153740	0.461532	0.308821	0.100546
