#model:pLinear_down	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100067	-157.322896	-153.243629	310.566526	4.079267	467.889422	1.601129	1.601138	1.601419	0.821697	0.548193	0.152900	-0.024932	-0.016638	-0.004684
0.100133	-157.312891	-153.233629	310.546521	4.079262	467.859412	1.631459	1.631477	1.632039	0.820562	0.547436	0.152686	-0.049839	-0.033259	-0.009363
0.100200	-157.302886	-153.223629	310.526515	4.079257	467.829401	1.661787	1.661814	1.662657	0.818673	0.546176	0.152331	-0.074698	-0.049849	-0.014033
0.100267	-157.292881	-153.213629	310.506510	4.079251	467.799391	1.692114	1.692149	1.693271	0.816031	0.544412	0.151835	-0.099487	-0.066392	-0.018690
0.100333	-157.282876	-153.203629	310.486505	4.079246	467.769381	1.722438	1.722482	1.723883	0.812638	0.542148	0.151198	-0.124183	-0.082873	-0.023329
0.100400	-157.272871	-153.193629	310.466500	4.079241	467.739371	1.752761	1.752814	1.754492	0.808498	0.539386	0.150420	-0.148763	-0.099276	-0.027946
0.100467	-157.262866	-153.183629	310.446495	4.079236	467.709361	1.783081	1.783143	1.785097	0.803615	0.536127	0.149502	-0.173205	-0.115587	-0.032538
0.100533	-157.252860	-153.173629	310.426490	4.079231	467.679350	1.813400	1.813470	1.815698	0.797994	0.532375	0.148446	-0.197486	-0.131791	-0.037099
0.100600	-157.242855	-153.163629	310.406485	4.079226	467.649340	1.843716	1.843795	1.846295	0.791639	0.528135	0.147252	-0.221583	-0.147872	-0.041626
0.100667	-157.232850	-153.153629	310.386480	4.079221	467.619330	1.874031	1.874118	1.876888	0.784557	0.523409	0.145922	-0.245475	-0.163816	-0.046115
0.100733	-157.222845	-153.143629	310.366474	4.079216	467.589319	1.904344	1.904440	1.907476	0.776754	0.518201	0.144456	-0.269140	-0.179609	-0.050560
0.100800	-157.212840	-153.133629	310.346469	4.079210	467.559309	1.934655	1.934759	1.938059	0.768239	0.512518	0.142856	-0.292556	-0.195235	-0.054959
0.100867	-157.202835	-153.123629	310.326464	4.079205	467.529299	1.964964	1.965076	1.968638	0.759017	0.506365	0.141124	-0.315702	-0.210681	-0.059307
0.100933	-157.192830	-153.113629	310.306459	4.079200	467.499289	1.995271	1.995391	1.999211	0.749099	0.499746	0.139260	-0.338556	-0.225933	-0.063601
0.101000	-157.182824	-153.103629	310.286454	4.079195	467.469278	2.025576	2.025705	2.029778	0.738494	0.492669	0.137268	-0.361097	-0.240976	-0.067835
0.101067	-157.172819	-153.093629	310.266449	4.079190	467.439268	2.055879	2.056016	2.060340	0.727211	0.485139	0.135148	-0.383305	-0.255796	-0.072007
0.101133	-157.162814	-153.083629	310.246444	4.079185	467.409258	2.086181	2.086325	2.090896	0.715261	0.477164	0.132903	-0.405159	-0.270380	-0.076113
0.101200	-157.152809	-153.073629	310.226439	4.079180	467.379248	2.116481	2.116632	2.121446	0.702655	0.468752	0.130534	-0.426640	-0.284715	-0.080148
0.101267	-157.142804	-153.063629	310.206433	4.079174	467.349237	2.146778	2.146938	2.151989	0.689405	0.459909	0.128045	-0.447728	-0.298788	-0.084109
0.101333	-157.132799	-153.053629	310.186428	4.079169	467.319227	2.177074	2.177241	2.182525	0.675523	0.450645	0.125437	-0.468403	-0.312585	-0.087993
0.101400	-157.122794	-153.043629	310.166423	4.079164	467.289217	2.207368	2.207542	2.213055	0.661021	0.440968	0.122712	-0.488646	-0.326095	-0.091796
0.101467	-157.112789	-153.033629	310.146418	4.079159	467.259207	2.237661	2.237842	2.243578	0.645915	0.430886	0.119874	-0.508440	-0.339304	-0.095515
0.101533	-157.102783	-153.023629	310.126413	4.079154	467.229196	2.267951	2.268139	2.274093	0.630216	0.420410	0.116925	-0.527766	-0.352201	-0.099145
0.101600	-157.092778	-153.013629	310.106408	4.079149	467.199186	2.298240	2.298434	2.304601	0.613940	0.409549	0.113867	-0.546606	-0.364774	-0.102684
0.101667	-157.082773	-153.003629	310.086403	4.079144	467.169176	2.328526	2.328728	2.335101	0.597103	0.398312	0.110703	-0.564943	-0.377011	-0.106129
0.101733	-157.072768	-152.993629	310.066398	4.079139	467.139166	2.358811	2.359019	2.365594	0.579718	0.386711	0.107437	-0.582760	-0.388901	-0.109476
0.101800	-157.062763	-152.983629	310.046392	4.079133	467.109155	2.389095	2.389308	2.396078	0.561803	0.374755	0.104072	-0.600042	-0.400434	-0.112723
0.101867	-157.052758	-152.973629	310.026387	4.079128	467.079145	2.419376	2.419596	2.426554	0.543375	0.362457	0.100609	-0.616772	-0.411599	-0.115865
0.101933	-157.042753	-152.963629	310.006382	4.079123	467.049135	2.449656	2.449881	2.457022	0.524449	0.349827	0.097053	-0.632936	-0.422385	-0.118902
