#model:pLinear_down	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100200	-2040.903766	-1729.900325	3770.804091	311.003441	5811.707857	1.661561	1.688130	2.520863	0.817672	0.544653	0.092156	-0.074421	-0.064201	-0.128887
0.100400	-2040.815710	-1729.868416	3770.684126	310.947294	5811.499837	1.751112	1.804083	-2.864570	0.805138	0.533746	-0.046767	-0.146773	-0.126825	-0.164478
0.100600	-2040.727653	-1729.836506	3770.564158	310.891147	5811.291811	1.838961	1.917940	-2.024607	0.786031	0.516820	-0.164354	-0.215988	-0.186983	-0.080166
0.100800	-2040.639592	-1729.804594	3770.444187	310.834998	5811.083779	1.925650	2.029939	-1.217730	0.761754	0.494879	-0.176286	-0.282260	-0.244659	0.064963
0.101000	-2040.551530	-1729.772683	3770.324212	310.778847	5810.875742	2.012482	2.141059	-0.412355	0.732675	0.468229	-0.073631	-0.346439	-0.300293	0.168324
0.101200	-2040.463465	-1729.740770	3770.204235	310.722696	5810.667700	2.100775	2.252377	0.423169	0.698028	0.436409	0.070770	-0.408966	-0.354050	0.157134
0.101400	-2040.375398	-1729.708856	3770.084254	310.666542	5810.459653	2.191114	2.364382	1.314739	0.656677	0.398718	0.154346	-0.469122	-0.405301	0.040409
0.101600	-2040.287329	-1729.676942	3769.964271	310.610387	5810.251600	2.283044	2.476649	2.260922	0.608175	0.354941	0.118090	-0.525125	-0.452697	-0.097489
0.101800	-2040.199257	-1729.645026	3769.844284	310.554231	5810.043541	2.375369	2.588045	-3.069882	0.553379	0.305772	-0.011288	-0.575019	-0.494780	-0.157142
0.102000	-2040.111184	-1729.613110	3769.724294	310.498073	5809.835478	2.466856	2.697317	-2.166125	0.494166	0.252618	-0.140454	-0.617713	-0.530695	-0.095130
0.102200	-2040.023107	-1729.581194	3769.604301	310.441914	5809.627409	2.556963	2.803737	-1.321003	0.432451	0.196923	-0.176152	-0.653440	-0.560513	0.044940
0.102400	-2039.935029	-1729.549276	3769.484305	310.385753	5809.419334	2.646201	2.907483	-0.511626	0.369212	0.139491	-0.091852	-0.683304	-0.584913	0.163584
0.102600	-2039.846948	-1729.517357	3769.364306	310.329591	5809.211254	2.735892	3.009524	0.293149	0.304212	0.080300	0.053284	-0.708245	-0.604479	0.176526
