#model:pLinear_down	end_point_b=1.00
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100129	-2040.935214	-1729.911721	3770.846935	311.023492	5811.782149	1.629231	1.646321	2.185694	0.820241	0.546868	0.126874	-0.047986	-0.041381	-0.089603
0.100257	-2040.878607	-1729.891209	3770.769816	310.987399	5811.648423	1.687310	1.721448	2.783831	0.814862	0.542221	0.056600	-0.095374	-0.082310	-0.151398
0.100386	-2040.822000	-1729.870695	3770.692695	310.951305	5811.514696	1.744772	1.795867	-2.926593	0.806272	0.534739	-0.036276	-0.141704	-0.122428	-0.166117
0.100514	-2040.765392	-1729.850182	3770.615573	310.915210	5811.380965	1.801508	1.869408	-2.378779	0.794918	0.524736	-0.123222	-0.186722	-0.161522	-0.128918
0.100643	-2040.708783	-1729.829668	3770.538450	310.879115	5811.247233	1.857598	1.942071	-1.849974	0.781232	0.512517	-0.177507	-0.230411	-0.199538	-0.050885
0.100771	-2040.652173	-1729.809153	3770.461326	310.843019	5811.113498	1.913292	2.014020	-1.332159	0.765511	0.498300	-0.182392	-0.272941	-0.236555	0.044371
0.100900	-2040.595561	-1729.788639	3770.384200	310.806923	5810.979762	1.968956	2.085535	-0.816856	0.747841	0.482157	-0.136266	-0.314561	-0.272706	0.127952
0.101029	-2040.538949	-1729.768124	3770.307073	310.770826	5810.846022	2.024981	2.156929	-0.295560	0.728093	0.464017	-0.053141	-0.355475	-0.308093	0.174531
0.101157	-2040.482336	-1729.747608	3770.229945	310.734728	5810.712281	2.081687	2.228469	0.240088	0.705982	0.443701	0.041647	-0.395723	-0.342706	0.170120
0.101286	-2040.425723	-1729.727093	3770.152815	310.698630	5810.578538	2.139244	2.300299	0.797500	0.681180	0.421005	0.119203	-0.435125	-0.376388	0.116352
0.101414	-2040.369108	-1729.706577	3770.075684	310.662531	5810.444792	2.197639	2.372403	1.380820	0.653447	0.395790	0.155934	-0.473285	-0.408833	0.029985
0.101543	-2040.312492	-1729.686060	3769.998552	310.626432	5810.311044	2.256678	2.444604	1.987074	0.622737	0.368046	0.140780	-0.509670	-0.439640	-0.062241
0.101671	-2040.255875	-1729.665544	3769.921419	310.590332	5810.177294	2.316043	2.516603	2.603829	0.589244	0.337936	0.078607	-0.543729	-0.468400	-0.131803
0.101800	-2040.199257	-1729.645026	3769.844284	310.554231	5810.043541	2.375369	2.588045	-3.069882	0.553379	0.305772	-0.011288	-0.575019	-0.494780	-0.157142
0.101929	-2040.142639	-1729.624509	3769.767148	310.518130	5809.909787	2.434334	2.658599	-2.481651	0.515688	0.271961	-0.101094	-0.603304	-0.518591	-0.130273
0.102057	-2040.086019	-1729.603991	3769.690011	310.482028	5809.776030	2.492739	2.728024	-1.919344	0.476722	0.236913	-0.163013	-0.628592	-0.539813	-0.059236
0.102186	-2040.029399	-1729.583473	3769.612872	310.445925	5809.642271	2.550567	2.796232	-1.379829	0.436914	0.200963	-0.177788	-0.651098	-0.558572	0.034370
0.102314	-2039.972777	-1729.562955	3769.535732	310.409822	5809.508509	2.607989	2.863299	-0.856086	0.396492	0.164302	-0.140604	-0.671146	-0.575070	0.122009
0.102443	-2039.916155	-1729.542436	3769.458591	310.373719	5809.374746	2.665330	2.929451	-0.339869	0.355458	0.126969	-0.062569	-0.689047	-0.589504	0.176955
0.102571	-2039.859531	-1729.521917	3769.381449	310.337614	5809.240980	2.722994	2.995004	0.177260	0.313637	0.088881	0.032691	-0.704973	-0.601975	0.182488
0.102700	-2039.802907	-1729.501398	3769.304305	310.301509	5809.107212	2.781363	3.060288	0.703699	0.270780	0.049905	0.116278	-0.718889	-0.612447	0.137018
0.102829	-2039.746282	-1729.480878	3769.227160	310.265404	5808.973442	2.840705	3.125568	1.247478	0.226694	0.009948	0.162878	-0.730542	-0.620734	0.054576
0.102957	-2039.689656	-1729.460358	3769.150014	310.229298	5808.839669	2.901109	-3.092209	1.814953	0.181354	-0.030966	0.158522	-0.739526	-0.626549	-0.039492
0.103086	-2039.633029	-1729.439837	3769.072866	310.193191	5808.705895	2.962468	-3.026697	2.407807	0.134965	-0.072656	0.104872	-0.745394	-0.629579	-0.116298
0.103214	-2039.576401	-1729.419317	3768.995717	310.157084	5808.572118	3.024512	-2.961249	3.019399	0.087954	-0.114787	0.018699	-0.747790	-0.629576	-0.152261
0.103343	-2039.519772	-1729.398796	3768.918567	310.120976	5808.438339	3.086874	-2.896134	-2.648634	0.040891	-0.156926	-0.073246	-0.746550	-0.626426	-0.136350
0.103471	-2039.463142	-1729.378274	3768.841416	310.084867	5808.304557	-3.134009	-2.831656	-2.046917	-0.005625	-0.198620	-0.142445	-0.741755	-0.620187	-0.073457
0.103600	-2039.406511	-1729.357752	3768.764263	310.048758	5808.170774	-3.072057	-2.768076	-1.468984	-0.051102	-0.239488	-0.167354	-0.733707	-0.611071	0.017098
0.103729	-2039.349879	-1729.337230	3768.687109	310.012649	5808.036988	-3.010586	-2.705551	-0.916045	-0.095243	-0.279287	-0.140017	-0.722844	-0.599387	0.107495
0.103857	-2039.293246	-1729.316708	3768.609954	309.976538	5807.903200	-2.949531	-2.644092	-0.383141	-0.137990	-0.317937	-0.068496	-0.709611	-0.585453	0.169941
0.103986	-2039.236612	-1729.296185	3768.532797	309.940428	5807.769410	-2.888636	-2.583560	0.137301	-0.179484	-0.355495	0.025588	-0.694345	-0.569510	0.185195
0.104114	-2039.179978	-1729.275662	3768.455640	309.904316	5807.635617	-2.827509	-2.523692	0.653561	-0.219972	-0.392093	0.113698	-0.677179	-0.551666	0.148462
0.104243	-2039.123342	-1729.255138	3768.378480	309.868204	5807.501823	-2.765726	-2.464171	1.173918	-0.259676	-0.427847	0.169109	-0.658027	-0.531879	0.070877
0.104371	-2039.066706	-1729.234614	3768.301320	309.832091	5807.368026	-2.702923	-2.404691	1.706588	-0.298679	-0.462777	0.175123	-0.636631	-0.509990	-0.023927
0.104500	-2039.010068	-1729.214090	3768.224158	309.795978	5807.234227	-2.638894	-2.345040	2.259037	-0.336850	-0.496758	0.130173	-0.612665	-0.485798	-0.107052
0.104629	-2038.953430	-1729.193566	3768.146995	309.759864	5807.100425	-2.573635	-2.285138	2.836129	-0.373837	-0.529515	0.048308	-0.585869	-0.459146	-0.153197
0.104757	-2038.896790	-1729.173041	3768.069831	309.723749	5806.966622	-2.507343	-2.225055	-2.846479	-0.409130	-0.560664	-0.045118	-0.556152	-0.429999	-0.148418
