#model:pLinear_down	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.100067	-16489.418688	-15374.369995	31863.788683	1115.048693	48353.207371	1.600470	1.689113	-1.807381	0.820978	0.544834	-0.151738	-0.024369	-0.064765	-0.036584
0.100133	-16489.397978	-15374.344430	31863.742408	1115.053547	48353.140386	1.629833	1.806866	1.085888	0.819288	0.535130	0.135587	-0.048424	-0.128728	0.071436
0.100200	-16489.377268	-15374.318865	31863.696134	1115.058403	48353.073402	1.659602	1.924847	-2.281573	0.815520	0.518399	-0.117895	-0.072614	-0.191614	-0.101493
0.100267	-16489.356559	-15374.293300	31863.649859	1115.063259	48353.006418	1.688514	2.041341	0.603080	0.811029	0.495722	0.087339	-0.095916	-0.252150	0.126823
0.100333	-16489.335850	-15374.267734	31863.603584	1115.068116	48352.939435	1.718100	2.158011	-2.758575	0.804781	0.466589	-0.057817	-0.119412	-0.310529	-0.143496
0.100400	-16489.315142	-15374.242168	31863.557310	1115.072973	48352.872451	1.746478	2.272771	0.123667	0.797587	0.431816	0.019107	-0.141581	-0.365174	0.153715
0.100467	-16489.294433	-15374.216602	31863.511035	1115.077831	48352.805468	1.775556	2.387255	3.044102	0.789105	0.391477	0.014973	-0.163873	-0.416583	-0.153099
0.100533	-16489.273725	-15374.191035	31863.464760	1115.082690	48352.738485	1.803338	2.499955	-0.352439	0.779427	0.345994	-0.053731	-0.184589	-0.463120	0.146089
0.100600	-16489.253017	-15374.165468	31863.418485	1115.087549	48352.671502	1.831567	2.611641	2.560668	0.768993	0.296072	0.084099	-0.205204	-0.505370	-0.128104
0.100667	-16489.232310	-15374.139900	31863.372210	1115.092409	48352.604519	1.858678	2.722024	-0.826467	0.757169	0.241720	-0.114748	-0.224203	-0.541906	0.105690
0.100733	-16489.211602	-15374.114333	31863.325935	1115.097270	48352.537537	1.885738	2.830651	2.075990	0.745091	0.184200	0.134015	-0.242740	-0.573179	-0.074119
0.100800	-16489.190895	-15374.088764	31863.279660	1115.102131	48352.470555	1.912049	2.938484	-1.300325	0.731558	0.123200	-0.150182	-0.259811	-0.598210	0.041640
0.100867	-16489.170188	-15374.063196	31863.233384	1115.106992	48352.403573	1.937672	3.044104	1.592140	0.718163	0.060356	0.153502	-0.275971	-0.617143	-0.003277
0.100933	-16489.149482	-15374.037627	31863.187109	1115.111855	48352.336591	1.962979	-3.133986	-1.775836	0.703429	-0.004789	-0.152024	-0.290945	-0.629607	-0.031615
0.101000	-16489.128776	-15374.012058	31863.140834	1115.116718	48352.269610	1.986962	-3.031114	1.110729	0.689068	-0.070480	0.138200	-0.304555	-0.635354	0.068483
0.101067	-16489.108070	-15373.986489	31863.094558	1115.121581	48352.202628	2.010983	-2.928851	-2.254127	0.673677	-0.137095	-0.119831	-0.317308	-0.634666	-0.097565
0.101133	-16489.087364	-15373.960919	31863.048283	1115.126445	48352.135647	2.033189	-2.828399	0.632290	0.658723	-0.203034	0.091586	-0.328329	-0.626934	0.125010
0.101200	-16489.066659	-15373.935349	31863.002007	1115.131310	48352.068666	2.055581	-2.728913	-2.735230	0.643217	-0.268390	-0.060823	-0.338787	-0.613013	-0.141347
0.101267	-16489.045954	-15373.909778	31862.955732	1115.136175	48352.001685	2.075920	-2.630594	0.156201	0.628069	-0.331954	0.024186	-0.347306	-0.592066	0.153579
0.101333	-16489.025249	-15373.884208	31862.909456	1115.141041	48351.934705	2.096315	-2.533665	3.065059	0.612950	-0.393387	0.011740	-0.355457	-0.565343	-0.153097
0.101400	-16489.004544	-15373.858636	31862.863181	1115.145908	48351.867725	2.114721	-2.437282	-0.318920	0.598030	-0.452023	-0.048788	-0.361675	-0.531990	0.147756
0.101467	-16488.983840	-15373.833065	31862.816905	1115.150775	48351.800745	2.132777	-2.342554	2.581967	0.583732	-0.507049	0.081545	-0.367584	-0.493401	-0.130175
0.101533	-16488.963136	-15373.807493	31862.770629	1115.155643	48351.733765	2.149183	-2.247987	-0.794627	0.569472	-0.558374	-0.110875	-0.371788	-0.448947	0.108847
0.101600	-16488.942432	-15373.781921	31862.724353	1115.160511	48351.666785	2.164637	-2.155035	2.100125	0.556347	-0.604784	0.132898	-0.375608	-0.399909	-0.077747
0.101667	-16488.921729	-15373.756349	31862.678077	1115.165380	48351.599806	2.178959	-2.062191	-1.272014	0.543165	-0.646681	-0.148065	-0.378145	-0.346091	0.045604
0.101733	-16488.901025	-15373.730776	31862.631801	1115.170250	48351.532826	2.191675	-1.970604	1.620271	0.531472	-0.682627	0.154256	-0.380129	-0.288455	-0.007638
0.101800	-16488.880322	-15373.705203	31862.585525	1115.175120	48351.465847	2.203823	-1.879354	-1.751379	0.519752	-0.713339	-0.151962	-0.381374	-0.227369	-0.027744
0.101867	-16488.859620	-15373.679629	31862.539249	1115.179991	48351.398869	2.213827	-1.788800	1.142195	0.509663	-0.737400	0.140830	-0.381873	-0.163352	0.064349
0.101933	-16488.838917	-15373.654055	31862.492973	1115.184862	48351.331890	2.223735	-1.698937	-2.232170	0.499719	-0.755610	-0.121669	-0.382211	-0.097358	-0.094696
0.102000	-16488.818215	-15373.628481	31862.446696	1115.189734	48351.264912	2.231231	-1.609194	0.665044	0.491326	-0.766834	0.095659	-0.381663	-0.029459	0.121980
0.102067	-16488.797513	-15373.602907	31862.400420	1115.194607	48351.197933	2.238907	-1.520424	-2.713352	0.483374	-0.771728	-0.063998	-0.381471	0.038907	-0.140195
